epiweek,time_value,issue,geo_type,geo_value,flu_tests,flu_ah1n1pdm09_positive_tests,flu_ah1_positive_tests,flu_ah3_positive_tests,flu_a_positive_tests,flu_b_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,hpiv_1_positive_tests,hpiv_2_positive_tests,hpiv_3_positive_tests,hpiv_4_positive_tests,hpiv_other_positive_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests
201534,2015-08-29,2015-09-03,lab,nl,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,,
201534,2015-08-29,2015-09-03,lab,pe,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0
201534,2015-08-29,2015-09-03,lab,ns,11.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0
201534,2015-08-29,2015-09-03,lab,nb,22.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
201534,2015-08-29,2015-09-03,region,atlantic,47.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,24.0,0.0,22.0,2.0,12.0,0.0
201534,2015-08-29,2015-09-03,lab,région nord-est,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201534,2015-08-29,2015-09-03,lab,québec-chaudière-appalaches,34.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,51.0,2.0,38.0,0.0,,,38.0,0.0
201534,2015-08-29,2015-09-03,lab,centre-du-québec,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,,0.0,0.0
201534,2015-08-29,2015-09-03,lab,montréal-laval,262.0,0.0,0.0,0.0,4.0,0.0,266.0,0.0,240.0,5.0,0.0,2.0,2.0,0.0,251.0,12.0,180.0,2.0,,,178.0,0.0
201534,2015-08-29,2015-09-03,lab,ouest du québec,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201534,2015-08-29,2015-09-03,lab,montérégie,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201534,2015-08-29,2015-09-03,region,qc,330.0,0.0,0.0,0.0,4.0,0.0,348.0,0.0,294.0,5.0,0.0,2.0,2.0,0.0,307.0,14.0,218.0,2.0,,,216.0,0.0
201534,2015-08-29,2015-09-03,lab,ottawa p.h.l.,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
201534,2015-08-29,2015-09-03,lab,cheo - ottawa,36.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0,1.0,36.0,2.0
201534,2015-08-29,2015-09-03,lab,kingston p.h.l.,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,7.0,2.0,7.0,0.0
201534,2015-08-29,2015-09-03,lab,toronto medical laboratory,144.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
201534,2015-08-29,2015-09-03,lab,p.h.o.l. - toronto,131.0,0.0,0.0,1.0,1.0,0.0,130.0,0.0,130.0,0.0,0.0,2.0,0.0,0.0,130.0,1.0,118.0,0.0,56.0,14.0,41.0,0.0
201534,2015-08-29,2015-09-03,lab,sick kids'hospital - toronto,,,,,,,,,,,,,,,,,,,,,,
201534,2015-08-29,2015-09-03,lab,sunnybrook & women's college hsc,28.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,28.0,9.0,28.0,0.0
201534,2015-08-29,2015-09-03,lab,sault ste. marie p.h.l.,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
201534,2015-08-29,2015-09-03,lab,timmins p.h.l.,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
201534,2015-08-29,2015-09-03,lab,st. joseph's - london,,,,,,,,,,,,,,,,,,,,,,
201534,2015-08-29,2015-09-03,lab,london p.h.l.,17.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,13.0,0.0,8.0,1.0,6.0,0.0
201534,2015-08-29,2015-09-03,lab,orillia p.h.l.,15.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,16.0,1.0,15.0,0.0,3.0,2.0,2.0,0.0
201534,2015-08-29,2015-09-03,lab,thunder bay p.h.l.,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
201534,2015-08-29,2015-09-03,lab,sudbury p.h.l.,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
201534,2015-08-29,2015-09-03,lab,hamilton p.h.l.,14.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,6.0,3.0,5.0,0.0
201534,2015-08-29,2015-09-03,lab,peterborough p.h.l.,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,9.0,2.0,7.0,0.0
201534,2015-08-29,2015-09-03,region,on,421.0,0.0,0.0,1.0,1.0,0.0,419.0,0.0,294.0,2.0,0.0,3.0,0.0,0.0,275.0,3.0,276.0,0.0,121.0,34.0,133.0,2.0
201534,2015-08-29,2015-09-03,lab,mb,86.0,0.0,0.0,1.0,2.0,0.0,42.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,48.0,1.0,28.0,1.0,48.0,8.0,28.0,0.0
201534,2015-08-29,2015-09-03,lab,regina,69.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,69.0,1.0,0.0,1.0,0.0,0.0,69.0,2.0,69.0,0.0,69.0,22.0,69.0,0.0
201534,2015-08-29,2015-09-03,lab,saskatoon,53.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,53.0,0.0,53.0,4.0,53.0,0.0
201534,2015-08-29,2015-09-03,lab,sk,122.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,122.0,1.0,0.0,1.0,0.0,0.0,122.0,3.0,122.0,0.0,122.0,26.0,122.0,0.0
201534,2015-08-29,2015-09-03,lab,ab,246.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,246.0,8.0,0.0,0.0,0.0,0.0,246.0,4.0,246.0,3.0,246.0,40.0,246.0,1.0
201534,2015-08-29,2015-09-03,region,prairies,454.0,0.0,0.0,1.0,2.0,0.0,410.0,0.0,416.0,9.0,0.0,1.0,1.0,0.0,416.0,8.0,396.0,4.0,416.0,74.0,396.0,1.0
201534,2015-08-29,2015-09-03,region,bc,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1.0,44.0,1.0,1.0,1.0,0.0,0.0,44.0,2.0,44.0,0.0,44.0,8.0,44.0,0.0
201534,2015-08-29,2015-09-03,nation,ca,1334.0,0.0,0.0,2.0,7.0,1.0,1298.0,1.0,1086.0,17.0,1.0,7.0,3.0,0.0,1081.0,29.0,958.0,6.0,603.0,118.0,801.0,3.0
201533,2015-08-22,2015-09-02,lab,nl,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,17.0,3.0,,
201533,2015-08-22,2015-09-02,lab,pe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201533,2015-08-22,2015-09-02,lab,ns,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.0,8.0,0.0,8.0,0.0
201533,2015-08-22,2015-09-02,lab,nb,5.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
201533,2015-08-22,2015-09-02,region,atlantic,31.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,25.0,0.0,25.0,3.0,8.0,0.0
201533,2015-08-22,2015-09-02,lab,région nord-est,6.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201533,2015-08-22,2015-09-02,lab,québec-chaudière-appalaches,48.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,58.0,0.0,0.0,0.0,1.0,0.0,65.0,3.0,54.0,1.0,,,54.0,0.0
201533,2015-08-22,2015-09-02,lab,centre-du-québec,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201533,2015-08-22,2015-09-02,lab,montréal-laval,235.0,0.0,0.0,0.0,0.0,0.0,244.0,2.0,227.0,1.0,0.0,0.0,1.0,0.0,237.0,8.0,171.0,0.0,,,166.0,0.0
201533,2015-08-22,2015-09-02,lab,ouest du québec,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201533,2015-08-22,2015-09-02,lab,montérégie,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201533,2015-08-22,2015-09-02,region,qc,304.0,0.0,0.0,0.0,0.0,0.0,324.0,4.0,285.0,1.0,0.0,0.0,2.0,0.0,302.0,11.0,225.0,1.0,,,220.0,0.0
201533,2015-08-22,2015-09-02,lab,ottawa p.h.l.,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,1.0,3.0,0.0
201533,2015-08-22,2015-09-02,lab,cheo - ottawa,,,,,,,,,,,,,,,,,,,,,,
201533,2015-08-22,2015-09-02,lab,kingston p.h.l.,14.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,8.0,1.0,7.0,0.0
201533,2015-08-22,2015-09-02,lab,toronto medical laboratory,129.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
201533,2015-08-22,2015-09-02,lab,p.h.o.l. - toronto,124.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,118.0,0.0,0.0,2.0,1.0,0.0,118.0,1.0,108.0,0.0,47.0,3.0,37.0,0.0
201533,2015-08-22,2015-09-02,lab,sick kids'hospital - toronto,,,,,,,,,,,,,,,,,,,,,,
201533,2015-08-22,2015-09-02,lab,sunnybrook & women's college hsc,37.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.0,37.0,10.0,37.0,0.0
201533,2015-08-22,2015-09-02,lab,sault ste. marie p.h.l.,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
201533,2015-08-22,2015-09-02,lab,timmins p.h.l.,,,,,,,,,,,,,,,,,,,,,,
201533,2015-08-22,2015-09-02,lab,st. joseph's - london,,,,,,,,,,,,,,,,,,,,,,
201533,2015-08-22,2015-09-02,lab,london p.h.l.,22.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,27.0,1.0,23.0,1.0,14.0,3.0,10.0,0.0
201533,2015-08-22,2015-09-02,lab,orillia p.h.l.,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,2.0,2.0,2.0,0.0
201533,2015-08-22,2015-09-02,lab,thunder bay p.h.l.,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,0.0,3.0,0.0,0.0,0.0
201533,2015-08-22,2015-09-02,lab,sudbury p.h.l.,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0
201533,2015-08-22,2015-09-02,lab,hamilton p.h.l.,23.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,25.0,0.0,13.0,3.0,11.0,0.0
201533,2015-08-22,2015-09-02,lab,peterborough p.h.l.,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,15.0,1.0,14.0,0.0,3.0,0.0,2.0,0.0
201533,2015-08-22,2015-09-02,region,on,388.0,0.0,0.0,0.0,0.0,0.0,389.0,0.0,267.0,5.0,0.0,3.0,1.0,0.0,260.0,5.0,248.0,1.0,132.0,24.0,110.0,0.0
201533,2015-08-22,2015-09-02,lab,mb,78.0,0.0,0.0,3.0,3.0,0.0,37.0,0.0,44.0,0.0,0.0,1.0,1.0,0.0,44.0,1.0,25.0,2.0,44.0,2.0,25.0,0.0
201533,2015-08-22,2015-09-02,lab,regina,87.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,87.0,0.0,1.0,1.0,0.0,0.0,87.0,5.0,87.0,2.0,87.0,32.0,87.0,0.0
201533,2015-08-22,2015-09-02,lab,saskatoon,34.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,34.0,2.0,34.0,0.0,34.0,6.0,34.0,0.0
201533,2015-08-22,2015-09-02,lab,sk,121.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,121.0,0.0,2.0,1.0,0.0,0.0,121.0,7.0,121.0,2.0,121.0,38.0,121.0,0.0
201533,2015-08-22,2015-09-02,lab,ab,241.0,0.0,0.0,3.0,3.0,0.0,241.0,0.0,241.0,4.0,0.0,0.0,0.0,0.0,241.0,2.0,241.0,0.0,241.0,34.0,241.0,1.0
201533,2015-08-22,2015-09-02,region,prairies,440.0,0.0,0.0,6.0,6.0,0.0,399.0,0.0,406.0,4.0,2.0,2.0,1.0,0.0,406.0,10.0,387.0,4.0,406.0,74.0,387.0,1.0
201533,2015-08-22,2015-09-02,region,bc,93.0,1.0,0.0,4.0,5.0,2.0,93.0,0.0,49.0,1.0,0.0,1.0,0.0,0.0,49.0,0.0,49.0,1.0,49.0,12.0,49.0,0.0
201533,2015-08-22,2015-09-02,nation,ca,1256.0,1.0,0.0,10.0,11.0,2.0,1248.0,5.0,1049.0,11.0,2.0,6.0,4.0,0.0,1059.0,29.0,934.0,7.0,612.0,113.0,774.0,1.0
201532,2015-08-15,2015-08-20,lab,nl,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,15.0,2.0,15.0,3.0,,
201532,2015-08-15,2015-08-20,lab,pe,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
201532,2015-08-15,2015-08-20,lab,ns,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,1.0,3.0,0.0
201532,2015-08-15,2015-08-20,lab,nb,10.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
201532,2015-08-15,2015-08-20,region,atlantic,29.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,19.0,2.0,19.0,4.0,4.0,0.0
201532,2015-08-15,2015-08-20,lab,région nord-est,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201532,2015-08-15,2015-08-20,lab,québec-chaudière-appalaches,44.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,60.0,5.0,46.0,0.0,,,46.0,0.0
201532,2015-08-15,2015-08-20,lab,centre-du-québec,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,0.0,0.0
201532,2015-08-15,2015-08-20,lab,montréal-laval,272.0,0.0,0.0,0.0,0.0,0.0,264.0,2.0,241.0,5.0,0.0,0.0,2.0,0.0,250.0,11.0,179.0,2.0,,,174.0,2.0
201532,2015-08-15,2015-08-20,lab,ouest du québec,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201532,2015-08-15,2015-08-20,lab,montérégie,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201532,2015-08-15,2015-08-20,region,qc,335.0,0.0,0.0,0.0,0.0,0.0,334.0,2.0,297.0,6.0,0.0,0.0,2.0,0.0,314.0,16.0,225.0,2.0,,,220.0,2.0
201532,2015-08-15,2015-08-20,lab,ottawa p.h.l.,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201532,2015-08-15,2015-08-20,lab,cheo - ottawa,,,,,,,,,,,,,,,,,,,,,,
201532,2015-08-15,2015-08-20,lab,kingston p.h.l.,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,7.0,1.0,6.0,0.0
201532,2015-08-15,2015-08-20,lab,toronto medical laboratory,118.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
201532,2015-08-15,2015-08-20,lab,p.h.o.l. - toronto,122.0,0.0,0.0,1.0,1.0,0.0,124.0,0.0,124.0,2.0,0.0,2.0,0.0,0.0,124.0,1.0,108.0,0.0,42.0,1.0,25.0,0.0
201532,2015-08-15,2015-08-20,lab,sick kids'hospital - toronto,,,,,,,,,,,,,,,,,,,,,,
201532,2015-08-15,2015-08-20,lab,sunnybrook & women's college hsc,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,3.0,20.0,0.0
201532,2015-08-15,2015-08-20,lab,sault ste. marie p.h.l.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
201532,2015-08-15,2015-08-20,lab,timmins p.h.l.,,,,,,,,,,,,,,,,,,,,,,
201532,2015-08-15,2015-08-20,lab,st. joseph's - london,,,,,,,,,,,,,,,,,,,,,,
201532,2015-08-15,2015-08-20,lab,london p.h.l.,33.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,26.0,0.0,19.0,11.0,13.0,0.0
201532,2015-08-15,2015-08-20,lab,orillia p.h.l.,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
201532,2015-08-15,2015-08-20,lab,thunder bay p.h.l.,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,4.0,1.0,2.0,0.0
201532,2015-08-15,2015-08-20,lab,sudbury p.h.l.,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
201532,2015-08-15,2015-08-20,lab,hamilton p.h.l.,27.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,20.0,0.0,9.0,2.0,6.0,0.0
201532,2015-08-15,2015-08-20,lab,peterborough p.h.l.,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,13.0,0.0,8.0,3.0,8.0,0.0
201532,2015-08-15,2015-08-20,region,on,368.0,0.0,0.0,1.0,1.0,0.0,359.0,0.0,251.0,6.0,0.0,3.0,0.0,0.0,241.0,4.0,225.0,0.0,110.0,22.0,80.0,0.0
201532,2015-08-15,2015-08-20,lab,mb,82.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,53.0,0.0,0.0,0.0,1.0,0.0,53.0,2.0,30.0,2.0,53.0,9.0,30.0,1.0
201532,2015-08-15,2015-08-20,lab,regina,91.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,91.0,0.0,1.0,0.0,0.0,0.0,91.0,3.0,91.0,1.0,91.0,33.0,91.0,0.0
201532,2015-08-15,2015-08-20,lab,saskatoon,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,33.0,7.0,33.0,0.0
201532,2015-08-15,2015-08-20,lab,sk,124.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,124.0,0.0,1.0,0.0,0.0,0.0,124.0,3.0,124.0,1.0,124.0,40.0,124.0,0.0
201532,2015-08-15,2015-08-20,lab,ab,206.0,0.0,0.0,1.0,1.0,0.0,206.0,0.0,206.0,1.0,0.0,0.0,0.0,0.0,206.0,0.0,206.0,0.0,206.0,39.0,206.0,0.0
201532,2015-08-15,2015-08-20,region,prairies,412.0,0.0,0.0,1.0,1.0,0.0,373.0,0.0,383.0,1.0,1.0,0.0,1.0,0.0,383.0,5.0,360.0,3.0,383.0,88.0,360.0,1.0
201532,2015-08-15,2015-08-20,region,bc,79.0,0.0,0.0,2.0,2.0,0.0,79.0,0.0,46.0,1.0,0.0,4.0,0.0,0.0,46.0,3.0,46.0,0.0,46.0,3.0,46.0,1.0
201532,2015-08-15,2015-08-20,nation,ca,1223.0,0.0,0.0,4.0,4.0,0.0,1176.0,2.0,1008.0,14.0,1.0,7.0,3.0,0.0,1015.0,31.0,875.0,7.0,558.0,117.0,710.0,4.0
201531,2015-08-08,2015-08-13,lab,nl,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,18.0,0.0,18.0,3.0,,
201531,2015-08-08,2015-08-13,lab,pe,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
201531,2015-08-08,2015-08-13,lab,ns,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
201531,2015-08-08,2015-08-13,lab,nb,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201531,2015-08-08,2015-08-13,region,atlantic,37.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,27.0,1.0,21.0,0.0,21.0,3.0,3.0,0.0
201531,2015-08-08,2015-08-13,lab,région nord-est,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201531,2015-08-08,2015-08-13,lab,québec-chaudière-appalaches,41.0,0.0,0.0,0.0,0.0,2.0,45.0,0.0,44.0,1.0,0.0,0.0,1.0,0.0,47.0,0.0,38.0,0.0,,,38.0,0.0
201531,2015-08-08,2015-08-13,lab,centre-du-québec,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,,0.0,0.0
201531,2015-08-08,2015-08-13,lab,montréal-laval,242.0,0.0,0.0,0.0,0.0,0.0,239.0,1.0,221.0,2.0,0.0,0.0,2.0,0.0,231.0,5.0,159.0,0.0,,,153.0,0.0
201531,2015-08-08,2015-08-13,lab,ouest du québec,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201531,2015-08-08,2015-08-13,lab,montérégie,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201531,2015-08-08,2015-08-13,region,qc,307.0,0.0,0.0,0.0,0.0,2.0,304.0,1.0,270.0,3.0,0.0,0.0,3.0,0.0,283.0,5.0,197.0,0.0,,,191.0,0.0
201531,2015-08-08,2015-08-13,lab,ottawa p.h.l.,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,1.0,3.0,0.0
201531,2015-08-08,2015-08-13,lab,cheo - ottawa,,,,,,,,,,,,,,,,,,,,,,
201531,2015-08-08,2015-08-13,lab,kingston p.h.l.,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0
201531,2015-08-08,2015-08-13,lab,toronto medical laboratory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
