epiweek,time_value,issue,geo_type,geo_value,sars-cov-2_tests,sars-cov-2_positive_tests,flu_tests,flu_ah1pdm09_positive_tests,flu_ah3_positive_tests,flu_auns_positive_tests,flu_a_positive_tests,flu_b_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,hpiv_1_positive_tests,hpiv_2_positive_tests,hpiv_3_positive_tests,hpiv_4_positive_tests,hpiv_other_positive_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,flu_positive_tests
202423,2024-06-08,2024-06-14,lab,nl,669.0,95.0,581.0,0.0,0.0,2.0,2.0,2.0,581.0,3.0,581.0,1.0,1.0,30.0,1.0,0.0,581.0,2.0,581.0,9.0,581.0,85.0,581.0,9.0,
202423,2024-06-08,2024-06-14,lab,pe,104.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,3.0,9.0,0.0,
202423,2024-06-08,2024-06-14,lab,ns,1030.0,118.0,958.0,0.0,0.0,7.0,7.0,4.0,810.0,1.0,37.0,0.0,0.0,8.0,0.0,0.0,37.0,0.0,37.0,0.0,37.0,2.0,37.0,0.0,
202423,2024-06-08,2024-06-14,lab,nb,762.0,39.0,589.0,0.0,0.0,0.0,0.0,5.0,589.0,1.0,102.0,0.0,1.0,19.0,1.0,0.0,102.0,6.0,102.0,3.0,102.0,23.0,102.0,0.0,
202423,2024-06-08,2024-06-14,region,atlantic,2565.0,266.0,2175.0,0.0,0.0,9.0,9.0,11.0,2027.0,5.0,729.0,1.0,2.0,58.0,2.0,0.0,729.0,8.0,729.0,12.0,729.0,113.0,729.0,9.0,
202423,2024-06-08,2024-06-14,lab,région nord-est,868.0,77.0,871.0,0.0,0.0,2.0,2.0,8.0,514.0,4.0,123.0,0.0,0.0,14.0,0.0,0.0,123.0,10.0,119.0,3.0,,,123.0,1.0,
202423,2024-06-08,2024-06-14,lab,québec-chaudière-appalaches,1163.0,134.0,1061.0,0.0,0.0,3.0,3.0,4.0,1034.0,7.0,434.0,0.0,0.0,9.0,1.0,0.0,438.0,13.0,434.0,17.0,,,326.0,7.0,
202423,2024-06-08,2024-06-14,lab,centre-du-québec,1360.0,122.0,1210.0,0.0,0.0,4.0,4.0,3.0,592.0,11.0,43.0,0.0,0.0,3.0,0.0,0.0,43.0,1.0,43.0,1.0,,,43.0,2.0,
202423,2024-06-08,2024-06-14,lab,montréal-laval,1114.0,88.0,1079.0,0.0,0.0,9.0,9.0,7.0,909.0,6.0,744.0,0.0,5.0,37.0,0.0,0.0,744.0,14.0,744.0,26.0,,,744.0,8.0,
202423,2024-06-08,2024-06-14,lab,ouest du québec,763.0,52.0,475.0,0.0,0.0,0.0,0.0,2.0,475.0,4.0,18.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,18.0,1.0,,,18.0,1.0,
202423,2024-06-08,2024-06-14,lab,montérégie,657.0,41.0,900.0,0.0,0.0,3.0,3.0,5.0,900.0,9.0,7.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,7.0,0.0,,,7.0,0.0,
202423,2024-06-08,2024-06-14,region,qc,5925.0,514.0,5596.0,0.0,0.0,21.0,21.0,29.0,4424.0,41.0,1369.0,0.0,5.0,65.0,1.0,0.0,1373.0,39.0,1365.0,48.0,,,1261.0,19.0,
202423,2024-06-08,2024-06-14,lab,p.h.o.l. - ottawa,97.0,16.0,98.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,79.0,0.0,0.0,0.0,0.0,10.0,79.0,0.0,79.0,4.0,79.0,6.0,79.0,0.0,
202423,2024-06-08,2024-06-14,lab,eorla,746.0,42.0,365.0,0.0,0.0,2.0,2.0,0.0,365.0,3.0,39.0,0.0,0.0,1.0,0.0,0.0,39.0,0.0,39.0,2.0,39.0,7.0,39.0,0.0,
202423,2024-06-08,2024-06-14,lab,p.h.o.l. - kingston,129.0,27.0,101.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,69.0,0.0,0.0,0.0,0.0,5.0,69.0,0.0,69.0,4.0,69.0,12.0,69.0,1.0,
202423,2024-06-08,2024-06-14,lab,uhn / mount sinai hospital,894.0,34.0,587.0,1.0,0.0,1.0,2.0,1.0,587.0,2.0,89.0,0.0,0.0,3.0,1.0,0.0,89.0,0.0,89.0,1.0,89.0,5.0,89.0,5.0,
202423,2024-06-08,2024-06-14,lab,p.h.o.l. - toronto,252.0,52.0,606.0,1.0,2.0,0.0,1.0,0.0,603.0,0.0,586.0,0.0,0.0,0.0,0.0,61.0,586.0,6.0,586.0,23.0,586.0,72.0,586.0,15.0,
202423,2024-06-08,2024-06-14,lab,sick kids hospital - toronto,,,,,,,,,,,,,,,,,,,,,,,,,
202423,2024-06-08,2024-06-14,region,atlantic,1102.0,59.0,859.0,3.0,0.0,1.0,4.0,3.0,861.0,0.0,857.0,0.0,0.0,0.0,0.0,5.0,857.0,6.0,856.0,9.0,856.0,50.0,855.0,5.0,
202423,2024-06-08,2024-06-14,lab,p.h.o.l. - sault ste. marie,10.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,
202423,2024-06-08,2024-06-14,lab,p.h.o.l. - timmins,26.0,4.0,25.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,21.0,3.0,21.0,2.0,21.0,0.0,
202423,2024-06-08,2024-06-14,lab,st. joseph's - london,338.0,20.0,124.0,0.0,0.0,0.0,0.0,0.0,124.0,1.0,59.0,0.0,0.0,0.0,0.0,4.0,59.0,1.0,59.0,2.0,59.0,14.0,59.0,1.0,
202423,2024-06-08,2024-06-14,lab,p.h.o.l. - london,227.0,43.0,204.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,186.0,0.0,0.0,0.0,0.0,22.0,186.0,3.0,186.0,5.0,186.0,31.0,186.0,0.0,
202423,2024-06-08,2024-06-14,lab,p.h.o.l. - orillia,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,
202423,2024-06-08,2024-06-14,lab,p.h.o.l. - thunder bay,25.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,21.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,21.0,0.0,21.0,2.0,21.0,0.0,
202423,2024-06-08,2024-06-14,lab,p.h.o.l. - sudbury,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,
202423,2024-06-08,2024-06-14,lab,p.h.o.l. - hamilton,26.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,24.0,2.0,24.0,0.0,
202423,2024-06-08,2024-06-14,lab,p.h.o.l. - peterborough,55.0,1.0,94.0,0.0,0.0,1.0,1.0,0.0,92.0,1.0,59.0,0.0,0.0,0.0,0.0,2.0,59.0,4.0,59.0,1.0,59.0,9.0,59.0,0.0,
202423,2024-06-08,2024-06-14,lab,st. joseph's - hamilton,1389.0,62.0,1304.0,0.0,0.0,4.0,4.0,5.0,1304.0,3.0,1304.0,0.0,0.0,42.0,0.0,0.0,1304.0,5.0,1304.0,14.0,1304.0,101.0,0.0,0.0,
202423,2024-06-08,2024-06-14,lab,sault area hospital,62.0,4.0,54.0,1.0,0.0,0.0,1.0,0.0,54.0,0.0,48.0,2.0,0.0,1.0,0.0,0.0,48.0,0.0,48.0,0.0,48.0,5.0,48.0,1.0,
202423,2024-06-08,2024-06-14,region,on,5387.0,375.0,4503.0,6.0,2.0,10.0,16.0,9.0,4484.0,10.0,3458.0,2.0,0.0,47.0,1.0,118.0,3458.0,26.0,3457.0,68.0,3457.0,318.0,2152.0,28.0,
202423,2024-06-08,2024-06-14,lab,mb,977.0,87.0,837.0,0.0,0.0,2.0,2.0,5.0,837.0,1.0,72.0,0.0,0.0,10.0,1.0,0.0,72.0,4.0,89.0,2.0,72.0,25.0,89.0,3.0,
202423,2024-06-08,2024-06-14,lab,sk,1144.0,87.0,825.0,0.0,0.0,7.0,7.0,10.0,715.0,5.0,313.0,0.0,0.0,24.0,0.0,0.0,313.0,4.0,313.0,2.0,313.0,37.0,313.0,5.0,
202423,2024-06-08,2024-06-14,lab,ab,3397.0,410.0,1057.0,2.0,3.0,3.0,9.0,16.0,908.0,3.0,897.0,4.0,1.0,33.0,0.0,0.0,897.0,10.0,830.0,1.0,884.0,107.0,897.0,14.0,
202423,2024-06-08,2024-06-14,region,prairies,5518.0,584.0,2719.0,2.0,3.0,12.0,18.0,31.0,2460.0,9.0,1282.0,4.0,1.0,67.0,1.0,0.0,1282.0,18.0,1232.0,5.0,1269.0,169.0,1299.0,22.0,
202423,2024-06-08,2024-06-14,region,bc,2901.0,430.0,2698.0,8.0,4.0,0.0,39.0,13.0,2698.0,3.0,683.0,3.0,0.0,64.0,3.0,0.0,683.0,15.0,683.0,14.0,662.0,116.0,662.0,9.0,
202423,2024-06-08,2024-06-14,lab,yk,36.0,7.0,21.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,,,,,,,,,,,,,,,
202423,2024-06-08,2024-06-14,lab,nt,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,,,,,,,16.0,0.0,16.0,0.0,16.0,8.0,,,
202423,2024-06-08,2024-06-14,lab,nu,170.0,12.0,139.0,0.0,0.0,0.0,0.0,5.0,139.0,0.0,,,,,,,,,,,,,,,
202423,2024-06-08,2024-06-14,region,territories,222.0,19.0,176.0,0.0,0.0,0.0,0.0,6.0,176.0,0.0,,,,,,,16.0,0.0,16.0,0.0,16.0,8.0,,,
202423,2024-06-08,2024-06-14,nation,ca,22518.0,2188.0,17867.0,16.0,9.0,52.0,103.0,99.0,16269.0,68.0,7521.0,10.0,8.0,301.0,8.0,118.0,7541.0,106.0,7482.0,147.0,6133.0,724.0,6103.0,87.0,
202422,2024-06-01,2024-06-07,lab,nl,700.0,85.0,621.0,0.0,0.0,3.0,3.0,8.0,621.0,16.0,621.0,1.0,3.0,49.0,1.0,0.0,621.0,8.0,621.0,17.0,621.0,93.0,621.0,10.0,
202422,2024-06-01,2024-06-07,lab,pe,113.0,7.0,68.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,13.0,1.0,13.0,7.0,13.0,0.0,
202422,2024-06-01,2024-06-07,lab,ns,950.0,67.0,877.0,0.0,0.0,0.0,0.0,4.0,789.0,4.0,29.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,29.0,1.0,29.0,5.0,29.0,1.0,
202422,2024-06-01,2024-06-07,lab,nb,814.0,31.0,800.0,1.0,1.0,0.0,2.0,10.0,800.0,4.0,117.0,0.0,3.0,10.0,0.0,0.0,117.0,2.0,117.0,2.0,117.0,17.0,117.0,3.0,
202422,2024-06-01,2024-06-07,region,atlantic,2577.0,190.0,2366.0,1.0,1.0,3.0,5.0,22.0,2278.0,24.0,780.0,1.0,7.0,60.0,1.0,0.0,780.0,10.0,780.0,21.0,780.0,122.0,780.0,14.0,
202422,2024-06-01,2024-06-07,lab,région nord-est,881.0,71.0,835.0,0.0,0.0,5.0,5.0,19.0,448.0,4.0,101.0,0.0,0.0,11.0,0.0,0.0,101.0,1.0,101.0,6.0,,,101.0,0.0,
202422,2024-06-01,2024-06-07,lab,québec-chaudière-appalaches,1147.0,124.0,1217.0,0.0,0.0,1.0,1.0,4.0,1161.0,22.0,530.0,0.0,0.0,14.0,0.0,0.0,541.0,13.0,530.0,27.0,,,411.0,6.0,
202422,2024-06-01,2024-06-07,lab,centre-du-québec,1251.0,93.0,1153.0,0.0,0.0,1.0,1.0,8.0,584.0,9.0,26.0,0.0,0.0,2.0,0.0,0.0,26.0,3.0,26.0,2.0,,,27.0,1.0,
202422,2024-06-01,2024-06-07,lab,montréal-laval,1245.0,81.0,1174.0,0.0,0.0,3.0,3.0,15.0,941.0,11.0,694.0,0.0,1.0,34.0,0.0,0.0,694.0,9.0,695.0,24.0,,,694.0,10.0,
202422,2024-06-01,2024-06-07,lab,ouest du québec,696.0,52.0,438.0,0.0,0.0,3.0,3.0,9.0,434.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,33.0,2.0,,,33.0,0.0,
202422,2024-06-01,2024-06-07,lab,montérégie,796.0,71.0,920.0,0.0,0.0,2.0,2.0,6.0,916.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,,,3.0,0.0,
202422,2024-06-01,2024-06-07,region,qc,6016.0,492.0,5737.0,0.0,0.0,15.0,15.0,61.0,4484.0,60.0,1387.0,0.0,1.0,61.0,0.0,0.0,1398.0,30.0,1388.0,61.0,,,1269.0,17.0,
202422,2024-06-01,2024-06-07,lab,p.h.o.l. - ottawa,141.0,42.0,88.0,0.0,0.0,0.0,0.0,2.0,88.0,0.0,63.0,0.0,0.0,0.0,0.0,11.0,63.0,0.0,63.0,2.0,63.0,4.0,63.0,0.0,
202422,2024-06-01,2024-06-07,lab,eorla,635.0,29.0,355.0,0.0,0.0,0.0,0.0,0.0,355.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,1.0,34.0,8.0,34.0,1.0,
202422,2024-06-01,2024-06-07,lab,p.h.o.l. - kingston,108.0,36.0,113.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,86.0,0.0,0.0,0.0,0.0,5.0,86.0,0.0,86.0,5.0,86.0,10.0,86.0,2.0,
202422,2024-06-01,2024-06-07,lab,uhn / mount sinai hospital,849.0,42.0,567.0,0.0,0.0,2.0,2.0,0.0,567.0,1.0,77.0,0.0,0.0,1.0,0.0,0.0,77.0,0.0,77.0,1.0,77.0,4.0,77.0,0.0,
202422,2024-06-01,2024-06-07,lab,p.h.o.l. - toronto,247.0,69.0,708.0,6.0,6.0,0.0,6.0,1.0,707.0,0.0,683.0,0.0,0.0,0.0,0.0,62.0,683.0,14.0,683.0,34.0,683.0,85.0,683.0,17.0,
202422,2024-06-01,2024-06-07,lab,sick kids hospital - toronto,,,,,,,,,,,,,,,,,,,,,,,,,
202422,2024-06-01,2024-06-07,region,atlantic,1213.0,36.0,936.0,1.0,1.0,0.0,2.0,3.0,936.0,2.0,940.0,0.0,0.0,0.0,0.0,9.0,940.0,4.0,943.0,10.0,943.0,51.0,943.0,3.0,
202422,2024-06-01,2024-06-07,lab,p.h.o.l. - sault ste. marie,8.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,15.0,1.0,15.0,0.0,15.0,0.0,15.0,0.0,
202422,2024-06-01,2024-06-07,lab,p.h.o.l. - timmins,26.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,3.0,23.0,5.0,23.0,0.0,
202422,2024-06-01,2024-06-07,lab,st. joseph's - london,373.0,7.0,211.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,64.0,0.0,0.0,0.0,0.0,5.0,64.0,0.0,64.0,0.0,64.0,3.0,64.0,0.0,
202422,2024-06-01,2024-06-07,lab,p.h.o.l. - london,250.0,35.0,240.0,0.0,0.0,0.0,0.0,1.0,240.0,0.0,218.0,0.0,0.0,0.0,0.0,32.0,218.0,0.0,218.0,11.0,218.0,29.0,218.0,5.0,
202422,2024-06-01,2024-06-07,lab,p.h.o.l. - orillia,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,
202422,2024-06-01,2024-06-07,lab,p.h.o.l. - thunder bay,37.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,26.0,0.0,26.0,3.0,26.0,0.0,
202422,2024-06-01,2024-06-07,lab,p.h.o.l. - sudbury,11.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,12.0,1.0,12.0,0.0,12.0,1.0,
202422,2024-06-01,2024-06-07,lab,p.h.o.l. - hamilton,24.0,10.0,35.0,3.0,4.0,0.0,3.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,1.0,33.0,1.0,33.0,0.0,33.0,8.0,33.0,0.0,
202422,2024-06-01,2024-06-07,lab,p.h.o.l. - peterborough,56.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,44.0,0.0,0.0,0.0,0.0,11.0,44.0,0.0,44.0,0.0,44.0,10.0,44.0,1.0,
202422,2024-06-01,2024-06-07,lab,st. joseph's - hamilton,1304.0,50.0,1242.0,0.0,0.0,5.0,5.0,5.0,1242.0,1.0,1242.0,0.0,0.0,39.0,0.0,0.0,1242.0,4.0,1242.0,16.0,1242.0,101.0,0.0,0.0,
202422,2024-06-01,2024-06-07,lab,sault area hospital,86.0,6.0,69.0,1.0,0.0,0.0,1.0,0.0,69.0,0.0,63.0,1.0,0.0,3.0,0.0,0.0,63.0,1.0,63.0,0.0,63.0,5.0,63.0,0.0,
202422,2024-06-01,2024-06-07,region,on,5371.0,380.0,4728.0,11.0,11.0,7.0,19.0,12.0,4725.0,8.0,3626.0,1.0,0.0,43.0,0.0,142.0,3626.0,25.0,3629.0,84.0,3629.0,326.0,2387.0,30.0,
202422,2024-06-01,2024-06-07,lab,mb,990.0,84.0,786.0,1.0,0.0,7.0,8.0,6.0,786.0,1.0,94.0,1.0,0.0,12.0,1.0,0.0,94.0,0.0,94.0,0.0,94.0,24.0,94.0,1.0,
202422,2024-06-01,2024-06-07,lab,sk,1070.0,77.0,796.0,0.0,0.0,2.0,2.0,10.0,686.0,8.0,279.0,0.0,0.0,24.0,0.0,0.0,279.0,1.0,279.0,4.0,279.0,49.0,279.0,10.0,
202422,2024-06-01,2024-06-07,lab,ab,3767.0,390.0,2676.0,8.0,11.0,0.0,20.0,39.0,2541.0,5.0,801.0,6.0,1.0,52.0,0.0,0.0,801.0,6.0,737.0,4.0,789.0,76.0,801.0,28.0,
202422,2024-06-01,2024-06-07,region,prairies,5827.0,551.0,4258.0,9.0,11.0,9.0,30.0,55.0,4013.0,14.0,1174.0,7.0,1.0,88.0,1.0,0.0,1174.0,7.0,1110.0,8.0,1162.0,149.0,1174.0,39.0,
202422,2024-06-01,2024-06-07,region,bc,2841.0,312.0,2769.0,6.0,5.0,0.0,40.0,30.0,2768.0,9.0,688.0,2.0,1.0,63.0,3.0,0.0,688.0,14.0,688.0,19.0,656.0,83.0,656.0,16.0,
202422,2024-06-01,2024-06-07,lab,yk,42.0,1.0,24.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,,,,,,,,,,,,,,,
202422,2024-06-01,2024-06-07,lab,nt,21.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,,,,,,,21.0,0.0,21.0,0.0,22.0,5.0,,,
202422,2024-06-01,2024-06-07,lab,nu,155.0,7.0,144.0,0.0,0.0,0.0,0.0,1.0,144.0,2.0,,,,,,,,,,,,,,,
202422,2024-06-01,2024-06-07,region,territories,218.0,9.0,189.0,0.0,0.0,0.0,1.0,1.0,189.0,2.0,,,,,,,21.0,0.0,21.0,0.0,22.0,5.0,,,
202422,2024-06-01,2024-06-07,nation,ca,22850.0,1934.0,20047.0,27.0,28.0,34.0,110.0,181.0,18457.0,117.0,7655.0,11.0,10.0,315.0,5.0,142.0,7687.0,86.0,7616.0,193.0,6249.0,685.0,6266.0,116.0,
202421,2024-05-25,2024-05-30,lab,nl,798.0,76.0,674.0,0.0,0.0,3.0,3.0,1.0,674.0,11.0,674.0,2.0,6.0,54.0,2.0,0.0,674.0,11.0,674.0,23.0,674.0,122.0,674.0,14.0,
202421,2024-05-25,2024-05-30,lab,pe,121.0,13.0,88.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,11.0,2.0,11.0,0.0,11.0,5.0,11.0,0.0,
202421,2024-05-25,2024-05-30,lab,ns,1103.0,91.0,1045.0,0.0,0.0,5.0,5.0,20.0,888.0,5.0,33.0,0.0,0.0,2.0,0.0,0.0,33.0,1.0,33.0,0.0,33.0,3.0,33.0,1.0,
202421,2024-05-25,2024-05-30,lab,nb,709.0,31.0,741.0,1.0,1.0,0.0,2.0,15.0,741.0,4.0,94.0,1.0,0.0,7.0,0.0,0.0,94.0,4.0,94.0,1.0,94.0,32.0,94.0,3.0,
202421,2024-05-25,2024-05-30,region,atlantic,2731.0,211.0,2548.0,1.0,1.0,8.0,10.0,36.0,2391.0,20.0,812.0,3.0,6.0,67.0,2.0,0.0,812.0,18.0,812.0,24.0,812.0,162.0,812.0,18.0,
202421,2024-05-25,2024-05-30,lab,région nord-est,1035.0,62.0,1022.0,0.0,0.0,3.0,3.0,44.0,527.0,11.0,103.0,0.0,0.0,16.0,0.0,0.0,103.0,4.0,102.0,4.0,,,103.0,2.0,
202421,2024-05-25,2024-05-30,lab,québec-chaudière-appalaches,1299.0,108.0,1374.0,0.0,0.0,5.0,5.0,18.0,1328.0,32.0,618.0,0.0,0.0,15.0,0.0,0.0,630.0,21.0,618.0,21.0,,,504.0,9.0,
202421,2024-05-25,2024-05-30,lab,centre-du-québec,1410.0,88.0,1312.0,0.0,0.0,4.0,4.0,23.0,699.0,18.0,29.0,0.0,0.0,3.0,0.0,0.0,28.0,0.0,29.0,0.0,,,29.0,0.0,
202421,2024-05-25,2024-05-30,lab,montréal-laval,1239.0,72.0,1402.0,0.0,0.0,10.0,10.0,19.0,1079.0,15.0,780.0,0.0,0.0,38.0,2.0,0.0,780.0,11.0,781.0,19.0,,,780.0,17.0,
202421,2024-05-25,2024-05-30,lab,ouest du québec,678.0,29.0,474.0,0.0,0.0,0.0,0.0,6.0,471.0,5.0,22.0,0.0,1.0,3.0,0.0,0.0,22.0,1.0,22.0,1.0,,,22.0,0.0,
202421,2024-05-25,2024-05-30,lab,montérégie,881.0,49.0,1093.0,0.0,0.0,2.0,2.0,14.0,1093.0,21.0,7.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,7.0,0.0,,,7.0,0.0,
202421,2024-05-25,2024-05-30,region,qc,6542.0,408.0,6677.0,0.0,0.0,24.0,24.0,124.0,5197.0,102.0,1559.0,0.0,1.0,77.0,2.0,0.0,1570.0,37.0,1559.0,45.0,,,1445.0,28.0,
202421,2024-05-25,2024-05-30,lab,p.h.o.l. - ottawa,121.0,47.0,92.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,81.0,0.0,0.0,0.0,0.0,6.0,81.0,0.0,81.0,2.0,81.0,5.0,81.0,1.0,
202421,2024-05-25,2024-05-30,lab,eorla,537.0,35.0,302.0,0.0,0.0,1.0,1.0,1.0,302.0,1.0,41.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,41.0,0.0,41.0,7.0,41.0,2.0,
202421,2024-05-25,2024-05-30,lab,p.h.o.l. - kingston,139.0,31.0,89.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,59.0,0.0,0.0,0.0,0.0,5.0,59.0,0.0,59.0,9.0,59.0,6.0,59.0,2.0,
202421,2024-05-25,2024-05-30,lab,uhn / mount sinai hospital,813.0,43.0,500.0,0.0,0.0,0.0,0.0,2.0,500.0,0.0,111.0,0.0,0.0,2.0,0.0,0.0,111.0,0.0,111.0,1.0,111.0,5.0,111.0,5.0,
202421,2024-05-25,2024-05-30,lab,p.h.o.l. - toronto,244.0,58.0,809.0,0.0,4.0,0.0,4.0,2.0,807.0,0.0,760.0,0.0,0.0,0.0,0.0,99.0,760.0,9.0,760.0,32.0,760.0,83.0,760.0,31.0,
202421,2024-05-25,2024-05-30,lab,sick kids hospital - toronto,96.0,4.0,95.0,0.0,0.0,0.0,0.0,2.0,95.0,0.0,95.0,0.0,0.0,4.0,1.0,0.0,95.0,3.0,95.0,0.0,95.0,26.0,95.0,6.0,
202421,2024-05-25,2024-05-30,region,atlantic,1185.0,72.0,932.0,0.0,0.0,1.0,1.0,2.0,932.0,1.0,925.0,0.0,0.0,0.0,0.0,10.0,925.0,9.0,927.0,7.0,927.0,39.0,927.0,3.0,
202421,2024-05-25,2024-05-30,lab,p.h.o.l. - sault ste. marie,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,
202421,2024-05-25,2024-05-30,lab,p.h.o.l. - timmins,39.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,32.0,0.0,0.0,0.0,0.0,9.0,32.0,0.0,32.0,2.0,32.0,4.0,32.0,1.0,
202421,2024-05-25,2024-05-30,lab,st. joseph's - london,420.0,22.0,177.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,52.0,0.0,0.0,0.0,0.0,7.0,52.0,0.0,52.0,0.0,52.0,11.0,52.0,2.0,
202421,2024-05-25,2024-05-30,lab,p.h.o.l. - london,207.0,35.0,195.0,0.0,1.0,1.0,2.0,0.0,194.0,0.0,164.0,0.0,0.0,0.0,0.0,24.0,164.0,2.0,164.0,13.0,164.0,16.0,164.0,1.0,
202421,2024-05-25,2024-05-30,lab,p.h.o.l. - orillia,19.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,
202421,2024-05-25,2024-05-30,lab,p.h.o.l. - thunder bay,32.0,9.0,21.0,0.0,1.0,0.0,1.0,0.0,21.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,17.0,0.0,17.0,2.0,17.0,0.0,
202421,2024-05-25,2024-05-30,lab,p.h.o.l. - sudbury,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,
202421,2024-05-25,2024-05-30,lab,p.h.o.l. - hamilton,13.0,1.0,35.0,2.0,0.0,0.0,2.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,2.0,34.0,3.0,34.0,2.0,34.0,6.0,34.0,0.0,
202421,2024-05-25,2024-05-30,lab,p.h.o.l. - peterborough,44.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,43.0,0.0,0.0,0.0,0.0,8.0,43.0,2.0,43.0,2.0,43.0,7.0,43.0,0.0,
202421,2024-05-25,2024-05-30,lab,st. joseph's - hamilton,1427.0,57.0,1297.0,0.0,0.0,9.0,9.0,7.0,1297.0,2.0,1297.0,0.0,0.0,54.0,0.0,0.0,1297.0,8.0,1297.0,25.0,1297.0,90.0,0.0,0.0,
202421,2024-05-25,2024-05-30,lab,sault area hospital,86.0,7.0,74.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,62.0,0.0,0.0,6.0,0.0,0.0,62.0,1.0,62.0,3.0,62.0,3.0,62.0,1.0,
