epiweek,time_value,issue,geo_type,geo_value,flu_tests,fluah1n1pdm09_positive_tests,fluah3_positive_tests,fluauns_positive_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,hpiv1_positive_tests,hpiv2_positive_tests,hpiv3_positive_tests,hpiv4_positive_tests,hpivother_positive_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,evrv_tests,evrv_positive_tests,hcov_tests,hcov_positive_tests
202234,2022-08-27,2022-09-01,lab,montérégie,340.0,0.0,0.0,1.0,1.0,0.0,340.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
202234,2022-08-27,2022-09-01,region,qc,2565.0,0.0,0.0,5.0,5.0,0.0,2103.0,36.0,497.0,4.0,1.0,4.0,1.0,0.0,641.0,11.0,637.0,22.0,,,559.0,1.0
202234,2022-08-27,2022-09-01,lab,phol ottawa,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,24.0,1.0,24.0,0.0
202234,2022-08-27,2022-09-01,lab,eorla,162.0,0.0,0.0,2.0,2.0,0.0,162.0,3.0,33.0,0.0,1.0,1.0,0.0,0.0,33.0,0.0,33.0,2.0,33.0,3.0,33.0,0.0
202234,2022-08-27,2022-09-01,lab,phol kingston,45.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,45.0,0.0,0.0,0.0,0.0,2.0,45.0,0.0,45.0,1.0,45.0,11.0,45.0,0.0
202234,2022-08-27,2022-09-01,lab,uhn mount sinai hospital,450.0,0.0,0.0,3.0,3.0,0.0,450.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0
202234,2022-08-27,2022-09-01,lab,phol toronto,220.0,0.0,2.0,1.0,1.0,0.0,219.0,1.0,219.0,0.0,0.0,0.0,0.0,11.0,219.0,2.0,219.0,8.0,219.0,16.0,219.0,2.0
202234,2022-08-27,2022-09-01,lab,sick kids hospital toronto,,,,,,,,,,,,,,,,,,,,,,
202234,2022-08-27,2022-09-01,lab,sunnybrook womens college hsc,,,,,,,,,,,,,,,,,,,,,,
202234,2022-08-27,2022-09-01,lab,phol sault ste marie,15.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0,15.0,0.0,15.0,0.0
202234,2022-08-27,2022-09-01,lab,phol timmins,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,2.0,5.0,0.0
202234,2022-08-27,2022-09-01,lab,st josephs london,,,,,,,,,,,,,,,,,,,,,,
202234,2022-08-27,2022-09-01,lab,phol london,58.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,58.0,0.0,0.0,0.0,0.0,1.0,58.0,1.0,58.0,2.0,58.0,2.0,58.0,0.0
202234,2022-08-27,2022-09-01,lab,phol orillia,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,19.0,2.0,19.0,7.0,19.0,0.0
202234,2022-08-27,2022-09-01,lab,phol thunder bay,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,2.0,10.0,0.0
202234,2022-08-27,2022-09-01,lab,phol sudbury,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0
202234,2022-08-27,2022-09-01,lab,phol hamilton,49.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,49.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,49.0,2.0,49.0,10.0,49.0,2.0
202234,2022-08-27,2022-09-01,lab,phol peterborough,19.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,1.0,19.0,5.0,19.0,0.0
202234,2022-08-27,2022-09-01,lab,st josephs hamilton,,,,,,,,,,,,,,,,,,,,,,
202234,2022-08-27,2022-09-01,region,on,1079.0,0.0,2.0,6.0,6.0,0.0,1078.0,11.0,509.0,0.0,1.0,1.0,0.0,15.0,509.0,7.0,509.0,19.0,509.0,59.0,509.0,4.0
202234,2022-08-27,2022-09-01,lab,mb,553.0,0.0,0.0,3.0,3.0,0.0,553.0,4.0,132.0,0.0,0.0,5.0,3.0,0.0,132.0,2.0,154.0,9.0,132.0,17.0,154.0,0.0
202234,2022-08-27,2022-09-01,lab,sk,326.0,0.0,0.0,0.0,0.0,0.0,326.0,2.0,159.0,0.0,2.0,4.0,2.0,0.0,159.0,5.0,159.0,11.0,159.0,19.0,159.0,0.0
202234,2022-08-27,2022-09-01,lab,ab,1620.0,1.0,1.0,1.0,3.0,0.0,1413.0,11.0,694.0,0.0,3.0,10.0,0.0,0.0,693.0,14.0,694.0,7.0,689.0,83.0,694.0,1.0
202234,2022-08-27,2022-09-01,region,prairies,2499.0,1.0,1.0,4.0,6.0,0.0,2292.0,17.0,985.0,0.0,5.0,19.0,5.0,0.0,984.0,21.0,1007.0,27.0,980.0,119.0,1007.0,1.0
202234,2022-08-27,2022-09-01,region,bc,2063.0,0.0,1.0,0.0,4.0,0.0,1953.0,10.0,560.0,1.0,1.0,2.0,2.0,0.0,560.0,9.0,560.0,14.0,552.0,46.0,552.0,3.0
202234,2022-08-27,2022-09-01,lab,yt,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
202234,2022-08-27,2022-09-01,lab,nt,28.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,11.0,1.0,0.0
202234,2022-08-27,2022-09-01,lab,nu,108.0,0.0,0.0,0.0,0.0,0.0,108.0,9.0,,,,,,,,,,,,,,
202234,2022-08-27,2022-09-01,region,territories,138.0,0.0,0.0,0.0,0.0,0.0,138.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,28.0,12.0,2.0,0.0
202234,2022-08-27,2022-09-01,nation,ca,9328.0,1.0,4.0,15.0,21.0,0.0,8475.0,99.0,2885.0,8.0,8.0,32.0,9.0,15.0,3028.0,57.0,3047.0,87.0,2401.0,308.0,2961.0,9.0
202233,2022-08-20,2022-08-25,lab,nl,167.0,0.0,0.0,0.0,0.0,0.0,167.0,7.0,167.0,0.0,2.0,1.0,0.0,0.0,167.0,1.0,167.0,3.0,167.0,29.0,167.0,0.0
202233,2022-08-20,2022-08-25,lab,pe,29.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,29.0,0.0,0.0,1.0,1.0,0.0,29.0,2.0,29.0,17.0,29.0,0.0,29.0,0.0
202233,2022-08-20,2022-08-25,lab,ns,375.0,0.0,0.0,0.0,0.0,0.0,375.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,14.0,3.0,14.0,0.0
202233,2022-08-20,2022-08-25,lab,nb,290.0,0.0,0.0,0.0,0.0,0.0,117.0,1.0,28.0,0.0,0.0,4.0,0.0,0.0,28.0,2.0,28.0,0.0,28.0,9.0,28.0,0.0
202233,2022-08-20,2022-08-25,region,atlantic,861.0,0.0,0.0,0.0,0.0,0.0,688.0,12.0,238.0,0.0,2.0,6.0,1.0,0.0,238.0,5.0,238.0,20.0,238.0,41.0,238.0,0.0
202233,2022-08-20,2022-08-25,lab,région nord est,624.0,0.0,0.0,0.0,0.0,0.0,127.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,,,1.0,0.0
202233,2022-08-20,2022-08-25,lab,québec chaudière appalaches,394.0,0.0,0.0,2.0,2.0,1.0,394.0,2.0,51.0,0.0,0.0,7.0,0.0,0.0,232.0,1.0,231.0,5.0,,,123.0,1.0
202233,2022-08-20,2022-08-25,lab,centre du québec,289.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,30.0,0.0,0.0,3.0,1.0,0.0,30.0,1.0,30.0,2.0,,,30.0,0.0
202233,2022-08-20,2022-08-25,lab,montréal laval,742.0,0.0,0.0,2.0,2.0,0.0,693.0,15.0,298.0,3.0,1.0,4.0,0.0,0.0,298.0,10.0,298.0,13.0,,,322.0,2.0
202233,2022-08-20,2022-08-25,lab,ouest du québec,210.0,0.0,0.0,0.0,0.0,0.0,197.0,7.0,21.0,0.0,0.0,3.0,0.0,0.0,21.0,1.0,21.0,0.0,,,21.0,0.0
202233,2022-08-20,2022-08-25,lab,montérégie,376.0,0.0,0.0,1.0,1.0,0.0,376.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
202233,2022-08-20,2022-08-25,region,qc,2635.0,0.0,0.0,5.0,5.0,1.0,2045.0,33.0,406.0,3.0,1.0,17.0,1.0,0.0,587.0,13.0,586.0,20.0,,,497.0,3.0
202233,2022-08-20,2022-08-25,lab,phol ottawa,28.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,28.0,0.0,28.0,2.0,28.0,0.0
202233,2022-08-20,2022-08-25,lab,eorla,148.0,0.0,0.0,0.0,0.0,1.0,148.0,3.0,21.0,0.0,1.0,1.0,0.0,0.0,21.0,1.0,21.0,0.0,21.0,4.0,21.0,0.0
202233,2022-08-20,2022-08-25,lab,phol kingston,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,23.0,1.0,23.0,1.0,23.0,0.0
202233,2022-08-20,2022-08-25,lab,uhn mount sinai hospital,432.0,0.0,0.0,0.0,0.0,0.0,432.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0
202233,2022-08-20,2022-08-25,lab,phol toronto,203.0,0.0,1.0,0.0,0.0,0.0,203.0,2.0,203.0,0.0,0.0,0.0,0.0,7.0,203.0,4.0,203.0,8.0,203.0,14.0,203.0,2.0
202233,2022-08-20,2022-08-25,lab,sick kids hospital toronto,,,,,,,,,,,,,,,,,,,,,,
202233,2022-08-20,2022-08-25,lab,sunnybrook womens college hsc,,,,,,,,,,,,,,,,,,,,,,
202233,2022-08-20,2022-08-25,lab,phol sault ste marie,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,7.0,0.0,7.0,1.0,7.0,0.0
202233,2022-08-20,2022-08-25,lab,phol timmins,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,2.0,5.0,0.0
202233,2022-08-20,2022-08-25,lab,st josephs london,,,,,,,,,,,,,,,,,,,,,,
202233,2022-08-20,2022-08-25,lab,phol london,59.0,0.0,0.0,0.0,0.0,0.0,59.0,5.0,59.0,0.0,0.0,0.0,0.0,1.0,59.0,0.0,59.0,4.0,59.0,5.0,59.0,0.0
202233,2022-08-20,2022-08-25,lab,phol orillia,19.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,19.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,19.0,1.0,19.0,5.0,19.0,0.0
202233,2022-08-20,2022-08-25,lab,phol thunder bay,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0
202233,2022-08-20,2022-08-25,lab,phol sudbury,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0
202233,2022-08-20,2022-08-25,lab,phol hamilton,48.0,0.0,0.0,0.0,0.0,0.0,48.0,3.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0,0.0,48.0,3.0,48.0,1.0
202233,2022-08-20,2022-08-25,lab,phol peterborough,17.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0
202233,2022-08-20,2022-08-25,lab,st josephs hamilton,,,,,,,,,,,,,,,,,,,,,,
202233,2022-08-20,2022-08-25,region,on,1004.0,0.0,1.0,0.0,0.0,1.0,1004.0,21.0,458.0,0.0,1.0,1.0,0.0,15.0,458.0,7.0,458.0,14.0,458.0,37.0,458.0,3.0
202233,2022-08-20,2022-08-25,lab,mb,506.0,0.0,0.0,0.0,0.0,0.0,506.0,4.0,142.0,0.0,0.0,1.0,1.0,0.0,142.0,3.0,171.0,2.0,142.0,39.0,171.0,0.0
202233,2022-08-20,2022-08-25,lab,sk,355.0,0.0,0.0,1.0,1.0,0.0,355.0,1.0,170.0,0.0,3.0,1.0,4.0,0.0,170.0,6.0,170.0,13.0,170.0,21.0,170.0,0.0
202233,2022-08-20,2022-08-25,lab,ab,1627.0,0.0,3.0,1.0,4.0,0.0,1432.0,15.0,697.0,0.0,2.0,13.0,3.0,0.0,695.0,17.0,696.0,3.0,688.0,62.0,697.0,3.0
202233,2022-08-20,2022-08-25,region,prairies,2488.0,0.0,3.0,2.0,5.0,0.0,2293.0,20.0,1009.0,0.0,5.0,15.0,8.0,0.0,1007.0,26.0,1037.0,18.0,1000.0,122.0,1038.0,3.0
202233,2022-08-20,2022-08-25,region,bc,,,,,,,,,,,,,,,,,,,,,,
202233,2022-08-20,2022-08-25,lab,yt,,,,,,,,,,,,,,,,,,,,,,
202233,2022-08-20,2022-08-25,lab,nt,31.0,0.0,0.0,0.0,0.0,0.0,31.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,30.0,7.0,1.0,0.0
202233,2022-08-20,2022-08-25,lab,nu,69.0,0.0,0.0,0.0,0.0,0.0,69.0,2.0,,,,,,,,,,,,,,
202233,2022-08-20,2022-08-25,region,territories,100.0,0.0,0.0,0.0,0.0,0.0,100.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,31.0,8.0,2.0,0.0
202233,2022-08-20,2022-08-25,nation,ca,7088.0,0.0,4.0,7.0,10.0,2.0,6130.0,95.0,2113.0,3.0,9.0,39.0,10.0,15.0,2292.0,51.0,2321.0,72.0,1727.0,208.0,2233.0,9.0
202232,2022-08-13,2022-08-18,lab,nl,120.0,0.0,0.0,0.0,0.0,0.0,120.0,1.0,120.0,0.0,2.0,0.0,0.0,0.0,120.0,0.0,120.0,2.0,120.0,11.0,120.0,1.0
202232,2022-08-13,2022-08-18,lab,pe,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,1.0,16.0,4.0,16.0,0.0
202232,2022-08-13,2022-08-18,lab,ns,414.0,0.0,0.0,0.0,0.0,0.0,413.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,30.0,2.0,30.0,3.0,30.0,2.0
202232,2022-08-13,2022-08-18,lab,nb,252.0,0.0,0.0,0.0,0.0,0.0,156.0,2.0,41.0,0.0,0.0,1.0,0.0,0.0,41.0,4.0,41.0,0.0,41.0,0.0,41.0,0.0
202232,2022-08-13,2022-08-18,region,atlantic,802.0,0.0,0.0,0.0,0.0,0.0,705.0,5.0,212.0,0.0,2.0,1.0,0.0,0.0,207.0,5.0,207.0,5.0,207.0,18.0,207.0,3.0
202232,2022-08-13,2022-08-18,lab,région nord est,628.0,0.0,0.0,1.0,1.0,1.0,111.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,7.0,0.0,,,7.0,0.0
202232,2022-08-13,2022-08-18,lab,québec chaudière appalaches,374.0,0.0,0.0,0.0,0.0,0.0,374.0,3.0,33.0,0.0,0.0,8.0,0.0,0.0,213.0,7.0,212.0,1.0,,,104.0,1.0
202232,2022-08-13,2022-08-18,lab,centre du québec,266.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,3.0,,,31.0,0.0
202232,2022-08-13,2022-08-18,lab,montréal laval,736.0,0.0,0.0,0.0,0.0,0.0,947.0,10.0,384.0,2.0,3.0,15.0,0.0,0.0,384.0,11.0,384.0,19.0,,,414.0,0.0
202232,2022-08-13,2022-08-18,lab,ouest du québec,188.0,0.0,0.0,1.0,1.0,0.0,188.0,3.0,18.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,18.0,0.0,,,18.0,2.0
202232,2022-08-13,2022-08-18,lab,montérégie,410.0,0.0,0.0,0.0,0.0,0.0,410.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
202232,2022-08-13,2022-08-18,region,qc,2602.0,0.0,0.0,2.0,2.0,1.0,2258.0,22.0,473.0,4.0,3.0,25.0,0.0,0.0,653.0,18.0,652.0,23.0,,,574.0,3.0
202232,2022-08-13,2022-08-18,lab,phol ottawa,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,0.0,27.0,1.0,27.0,0.0
202232,2022-08-13,2022-08-18,lab,eorla,170.0,0.0,0.0,0.0,0.0,0.0,170.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,1.0,25.0,4.0,25.0,0.0
202232,2022-08-13,2022-08-18,lab,phol kingston,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,26.0,1.0,26.0,0.0
202232,2022-08-13,2022-08-18,lab,uhn mount sinai hospital,418.0,0.0,0.0,0.0,0.0,0.0,418.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0
202232,2022-08-13,2022-08-18,lab,phol toronto,236.0,0.0,3.0,0.0,0.0,0.0,236.0,4.0,236.0,0.0,0.0,0.0,0.0,18.0,236.0,5.0,236.0,16.0,236.0,23.0,236.0,1.0
202232,2022-08-13,2022-08-18,lab,sick kids hospital toronto,,,,,,,,,,,,,,,,,,,,,,
202232,2022-08-13,2022-08-18,lab,sunnybrook womens college hsc,,,,,,,,,,,,,,,,,,,,,,
202232,2022-08-13,2022-08-18,lab,phol sault ste marie,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,11.0,0.0,11.0,4.0,11.0,0.0
202232,2022-08-13,2022-08-18,lab,phol timmins,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,3.0,8.0,0.0
202232,2022-08-13,2022-08-18,lab,st josephs london,39.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,39.0,1.0,39.0,6.0,4.0,0.0
202232,2022-08-13,2022-08-18,lab,phol london,64.0,0.0,0.0,0.0,0.0,0.0,64.0,5.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,64.0,1.0,64.0,3.0,64.0,0.0
202232,2022-08-13,2022-08-18,lab,phol orillia,18.0,0.0,1.0,0.0,1.0,0.0,18.0,3.0,18.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,18.0,1.0,18.0,3.0,18.0,0.0
202232,2022-08-13,2022-08-18,lab,phol thunder bay,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0
202232,2022-08-13,2022-08-18,lab,phol sudbury,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0
202232,2022-08-13,2022-08-18,lab,phol hamilton,59.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,59.0,2.0,59.0,3.0,59.0,5.0,59.0,0.0
202232,2022-08-13,2022-08-18,lab,phol peterborough,14.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,14.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,14.0,0.0,14.0,3.0,14.0,0.0
202232,2022-08-13,2022-08-18,lab,st josephs hamilton,,,,,,,,,,,,,,,,,,,,,,
202232,2022-08-13,2022-08-18,region,on,1096.0,0.0,4.0,0.0,1.0,0.0,1096.0,22.0,541.0,0.0,0.0,0.0,0.0,23.0,541.0,13.0,541.0,24.0,541.0,56.0,506.0,1.0
202232,2022-08-13,2022-08-18,lab,mb,568.0,0.0,0.0,0.0,0.0,0.0,568.0,6.0,137.0,0.0,0.0,1.0,2.0,0.0,137.0,5.0,155.0,9.0,137.0,30.0,155.0,0.0
202232,2022-08-13,2022-08-18,lab,sk,364.0,0.0,0.0,1.0,1.0,0.0,364.0,1.0,179.0,0.0,5.0,1.0,3.0,0.0,179.0,6.0,179.0,20.0,179.0,31.0,179.0,0.0
202232,2022-08-13,2022-08-18,lab,ab,1596.0,0.0,2.0,0.0,2.0,0.0,1408.0,16.0,627.0,2.0,3.0,22.0,1.0,0.0,626.0,7.0,626.0,1.0,621.0,71.0,627.0,3.0
202232,2022-08-13,2022-08-18,region,prairies,2528.0,0.0,2.0,1.0,3.0,0.0,2340.0,23.0,943.0,2.0,8.0,24.0,6.0,0.0,942.0,18.0,960.0,30.0,937.0,132.0,961.0,3.0
202232,2022-08-13,2022-08-18,region,bc,2437.0,0.0,1.0,0.0,9.0,1.0,2288.0,16.0,429.0,0.0,1.0,9.0,5.0,1.0,429.0,14.0,429.0,15.0,421.0,68.0,421.0,0.0
202232,2022-08-13,2022-08-18,lab,yt,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
202232,2022-08-13,2022-08-18,lab,nt,30.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,30.0,7.0,2.0,0.0
202232,2022-08-13,2022-08-18,lab,nu,87.0,0.0,0.0,0.0,0.0,0.0,87.0,5.0,,,,,,,,,,,,,,
202232,2022-08-13,2022-08-18,region,territories,122.0,0.0,0.0,0.0,0.0,0.0,122.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,30.0,7.0,2.0,0.0
202232,2022-08-13,2022-08-18,nation,ca,9587.0,0.0,7.0,3.0,15.0,2.0,8809.0,99.0,2600.0,6.0,14.0,59.0,11.0,24.0,2774.0,68.0,2791.0,97.0,2136.0,281.0,2671.0,10.0
202231,2022-08-06,2022-08-11,lab,nl,143.0,0.0,0.0,0.0,0.0,0.0,143.0,5.0,143.0,0.0,1.0,0.0,0.0,0.0,144.0,2.0,143.0,3.0,143.0,9.0,143.0,0.0
202231,2022-08-06,2022-08-11,lab,pe,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,2.0,1.0,0.0,16.0,0.0,16.0,1.0,16.0,1.0,16.0,0.0
202231,2022-08-06,2022-08-11,lab,ns,445.0,0.0,0.0,0.0,0.0,1.0,445.0,2.0,43.0,0.0,0.0,1.0,1.0,0.0,43.0,1.0,43.0,2.0,43.0,7.0,43.0,0.0
202231,2022-08-06,2022-08-11,lab,nb,292.0,0.0,0.0,0.0,0.0,0.0,226.0,4.0,46.0,0.0,1.0,3.0,0.0,0.0,46.0,5.0,46.0,1.0,46.0,2.0,46.0,1.0
202231,2022-08-06,2022-08-11,region,atlantic,896.0,0.0,0.0,0.0,0.0,1.0,830.0,11.0,248.0,0.0,2.0,6.0,2.0,0.0,249.0,8.0,248.0,7.0,248.0,19.0,248.0,1.0
202231,2022-08-06,2022-08-11,lab,région nord est,,,,,,,,,,,,,,,,,,,,,,
202231,2022-08-06,2022-08-11,lab,québec chaudière appalaches,,,,,,,,,,,,,,,,,,,,,,
202231,2022-08-06,2022-08-11,lab,centre du québec,,,,,,,,,,,,,,,,,,,,,,
202231,2022-08-06,2022-08-11,lab,montréal laval,,,,,,,,,,,,,,,,,,,,,,
202231,2022-08-06,2022-08-11,lab,ouest du québec,,,,,,,,,,,,,,,,,,,,,,
202231,2022-08-06,2022-08-11,lab,montérégie,,,,,,,,,,,,,,,,,,,,,,
202231,2022-08-06,2022-08-11,region,qc,,,,,,,,,,,,,,,,,,,,,,
202231,2022-08-06,2022-08-11,lab,phol ottawa,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,3.0,45.0,45.0,0.0,
