epiweek,time_value,issue,geo_type,geo_value,hpiv_positive_tests,adv_positive_tests,hmpv_positive_tests,evrv_positive_tests,hcov_positive_tests,rsv_positive_tests,flu_positive_tests
202201,2022-01-08,2022-03-24,nation,ca,93,95,37,280,312,1378,27
202202,2022-01-15,2022-03-24,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-03-24,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-03-24,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-03-24,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-03-24,nation,ca,18,51,15,128,70,275,6
202207,2022-02-19,2022-03-24,nation,ca,14,48,14,134,66,266,2
202208,2022-02-26,2022-03-24,nation,ca,22,56,16,179,72,241,10
202209,2022-03-05,2022-03-24,nation,ca,19,61,13,233,71,264,16
202210,2022-03-12,2022-03-24,nation,ca,21,62,16,240,83,305,19
202211,2022-03-19,2022-03-24,nation,ca,18,48,13,229,56,268,24
202135,2021-09-04,2022-03-17,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-03-17,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-03-17,nation,ca,207,28,6,916,11,628,4
202138,2021-09-25,2022-03-17,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-03-17,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-03-17,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-03-17,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-03-17,nation,ca,402,102,6,787,36,941,6
202143,2021-10-30,2022-03-17,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-03-17,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-03-17,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-03-17,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-03-17,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-03-17,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-03-17,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-03-17,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-03-17,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-03-17,nation,ca,109,99,52,374,332,1906,31
202201,2022-01-08,2022-03-17,nation,ca,93,95,37,280,312,1378,27
202202,2022-01-15,2022-03-17,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-03-17,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-03-17,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-03-17,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-03-17,nation,ca,18,51,15,128,70,275,6
202207,2022-02-19,2022-03-17,nation,ca,14,48,14,134,66,266,2
202208,2022-02-26,2022-03-17,nation,ca,22,56,16,179,72,241,10
202209,2022-03-05,2022-03-17,nation,ca,19,61,13,233,71,264,17
202210,2022-03-12,2022-03-17,nation,ca,21,59,15,231,81,296,17
202135,2021-09-04,2022-03-10,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-03-10,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-03-10,nation,ca,207,28,6,916,11,628,4
202138,2021-09-25,2022-03-10,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-03-10,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-03-10,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-03-10,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-03-10,nation,ca,402,102,6,787,36,941,6
202143,2021-10-30,2022-03-10,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-03-10,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-03-10,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-03-10,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-03-10,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-03-10,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-03-10,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-03-10,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-03-10,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-03-10,nation,ca,109,99,52,374,332,1906,31
202201,2022-01-08,2022-03-10,nation,ca,93,95,37,280,312,1378,27
202202,2022-01-15,2022-03-10,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-03-10,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-03-10,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-03-10,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-03-10,nation,ca,18,51,15,128,70,275,6
202207,2022-02-19,2022-03-10,nation,ca,14,48,14,134,66,266,2
202208,2022-02-26,2022-03-10,nation,ca,22,56,16,179,72,241,10
202209,2022-03-05,2022-03-10,nation,ca,18,58,11,210,64,255,14
202135,2021-09-04,2022-03-03,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-03-03,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-03-03,nation,ca,207,28,6,916,11,628,4
202138,2021-09-25,2022-03-03,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-03-03,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-03-03,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-03-03,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-03-03,nation,ca,402,102,6,787,36,941,6
202143,2021-10-30,2022-03-03,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-03-03,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-03-03,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-03-03,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-03-03,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-03-03,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-03-03,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-03-03,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-03-03,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-03-03,nation,ca,109,99,52,374,332,1906,31
202201,2022-01-08,2022-03-03,nation,ca,93,95,37,280,312,1378,27
202202,2022-01-15,2022-03-03,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-03-03,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-03-03,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-03-03,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-03-03,nation,ca,18,51,15,128,70,275,6
202207,2022-02-19,2022-03-03,nation,ca,14,48,14,134,66,266,2
202208,2022-02-26,2022-03-03,nation,ca,17,50,15,139,64,201,9
202135,2021-09-04,2022-02-24,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-02-24,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-02-24,nation,ca,207,28,6,916,11,628,4
202138,2021-09-25,2022-02-24,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-02-24,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-02-24,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-02-24,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-02-24,nation,ca,402,102,6,787,36,941,6
202143,2021-10-30,2022-02-24,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-02-24,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-02-24,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-02-24,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-02-24,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-02-24,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-02-24,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-02-24,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-02-24,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-02-24,nation,ca,109,99,52,374,332,1906,31
202201,2022-01-08,2022-02-24,nation,ca,93,95,37,280,312,1378,27
202202,2022-01-15,2022-02-24,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-02-24,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-02-24,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-02-24,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-02-24,nation,ca,18,51,15,128,70,274,6
202207,2022-02-19,2022-02-24,nation,ca,14,47,13,126,61,264,2
202135,2021-09-04,2022-02-17,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-02-17,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-02-17,nation,ca,207,28,6,916,11,628,4
202138,2021-09-25,2022-02-17,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-02-17,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-02-17,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-02-17,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-02-17,nation,ca,402,102,6,787,36,941,6
202143,2021-10-30,2022-02-17,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-02-17,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-02-17,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-02-17,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-02-17,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-02-17,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-02-17,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-02-17,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-02-17,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-02-17,nation,ca,109,99,52,374,332,1906,31
202201,2022-01-08,2022-02-17,nation,ca,93,95,37,280,312,1378,27
202202,2022-01-15,2022-02-17,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-02-17,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-02-17,nation,ca,28,53,10,109,126,353,8
202205,2022-02-05,2022-02-17,nation,ca,19,62,10,114,78,280,7
202206,2022-02-12,2022-02-17,nation,ca,18,51,15,122,69,233,3
202135,2021-09-04,2022-02-10,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-02-10,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-02-10,nation,ca,207,28,6,916,11,628,4
202138,2021-09-25,2022-02-10,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-02-10,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-02-10,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-02-10,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-02-10,nation,ca,402,102,6,787,36,941,6
202143,2021-10-30,2022-02-10,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-02-10,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-02-10,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-02-10,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-02-10,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-02-10,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-02-10,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-02-10,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-02-10,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-02-10,nation,ca,109,99,52,374,332,1906,31
202201,2022-01-08,2022-02-10,nation,ca,93,95,37,280,312,1378,27
202202,2022-01-15,2022-02-10,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-02-10,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-02-10,nation,ca,28,51,10,109,123,343,8
202205,2022-02-05,2022-02-10,nation,ca,16,59,10,103,70,254,6
202135,2021-09-04,2022-02-03,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-02-03,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-02-03,nation,ca,207,28,6,916,11,628,4
202138,2021-09-25,2022-02-03,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-02-03,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-02-03,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-02-03,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-02-03,nation,ca,402,102,6,787,36,941,6
202143,2021-10-30,2022-02-03,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-02-03,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-02-03,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-02-03,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-02-03,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-02-03,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-02-03,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-02-03,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-02-03,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-02-03,nation,ca,109,99,52,374,332,1906,31
202201,2022-01-08,2022-02-03,nation,ca,93,95,37,280,312,1378,27
202202,2022-01-15,2022-02-03,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-02-03,nation,ca,34,59,11,133,154,623,9
202204,2022-01-29,2022-02-03,nation,ca,28,48,10,101,124,330,8
202135,2021-09-04,2022-01-27,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-01-27,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-01-27,nation,ca,207,28,6,916,11,628,4
202138,2021-09-25,2022-01-27,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-01-27,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-01-27,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-01-27,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-01-27,nation,ca,402,102,6,787,36,941,6
202143,2021-10-30,2022-01-27,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-01-27,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-01-27,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-01-27,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-01-27,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-01-27,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-01-27,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-01-27,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-01-27,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-01-27,nation,ca,109,99,52,374,332,1906,31
202201,2022-01-08,2022-01-27,nation,ca,93,95,37,280,312,1378,27
202202,2022-01-15,2022-01-27,nation,ca,62,54,18,178,252,924,28
202203,2022-01-22,2022-01-27,nation,ca,25,55,9,141,144,609,9
202135,2021-09-04,2022-01-21,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-01-21,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-01-21,nation,ca,207,28,6,916,11,628,4
202138,2021-09-25,2022-01-21,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-01-21,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-01-21,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-01-21,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-01-21,nation,ca,402,102,6,787,36,941,6
202143,2021-10-30,2022-01-21,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-01-21,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-01-21,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-01-21,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-01-21,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-01-21,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-01-21,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-01-21,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-01-21,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-01-21,nation,ca,109,99,52,374,332,1906,31
202201,2022-01-08,2022-01-21,nation,ca,92,95,37,280,312,1267,27
202202,2022-01-15,2022-01-21,nation,ca,52,45,15,149,218,819,25
202135,2021-09-04,2022-01-13,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-01-13,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-01-13,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2022-01-13,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-01-13,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-01-13,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-01-13,nation,ca,362,49,7,721,48,932,6
202142,2021-10-23,2022-01-13,nation,ca,402,102,6,788,36,942,6
202143,2021-10-30,2022-01-13,nation,ca,377,48,15,696,35,1031,7
202144,2021-11-06,2022-01-13,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-01-13,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-01-13,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-01-13,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-01-13,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-01-13,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-01-13,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-01-13,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-01-13,nation,ca,108,98,52,373,327,1901,30
202201,2022-01-08,2022-01-13,nation,ca,77,83,36,226,250,1071,27
202135,2021-09-04,2022-01-06,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-01-06,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-01-06,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2022-01-06,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-01-06,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-01-06,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-01-06,nation,ca,362,49,7,721,48,932,6
202142,2021-10-23,2022-01-06,nation,ca,402,102,6,788,36,942,6
202143,2021-10-30,2022-01-06,nation,ca,377,48,15,696,35,1031,7
202144,2021-11-06,2022-01-06,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-01-06,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-01-06,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-01-06,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-01-06,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-01-06,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-01-06,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-01-06,nation,ca,165,139,66,504,255,2410,58
202152,2022-01-01,2022-01-06,nation,ca,96,94,49,339,297,1824,38
202135,2021-09-04,2021-12-23,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2021-12-23,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2021-12-23,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2021-12-23,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2021-12-23,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2021-12-23,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2021-12-23,nation,ca,362,49,7,721,48,932,6
202142,2021-10-23,2021-12-23,nation,ca,402,102,6,788,36,942,6
202143,2021-10-30,2021-12-23,nation,ca,377,48,15,696,35,1031,7
202144,2021-11-06,2021-12-23,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2021-12-23,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2021-12-23,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2021-12-23,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2021-12-23,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2021-12-23,nation,ca,217,137,69,743,249,1849,55
202150,2021-12-18,2021-12-23,nation,ca,168,156,63,617,255,2139,63
202135,2021-09-04,2021-12-16,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2021-12-16,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2021-12-16,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2021-12-16,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2021-12-16,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2021-12-16,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2021-12-16,nation,ca,362,49,7,721,48,932,6
202142,2021-10-23,2021-12-16,nation,ca,402,102,6,788,36,942,6
202143,2021-10-30,2021-12-16,nation,ca,377,48,15,696,35,1031,7
202144,2021-11-06,2021-12-16,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2021-12-16,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2021-12-16,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2021-12-16,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2021-12-16,nation,ca,274,91,72,736,188,1454,63
202149,2021-12-11,2021-12-16,nation,ca,195,131,61,680,235,1749,55
202135,2021-09-04,2021-12-09,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2021-12-09,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2021-12-09,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2021-12-09,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2021-12-09,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2021-12-09,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2021-12-09,nation,ca,362,49,7,721,48,932,6
202142,2021-10-23,2021-12-09,nation,ca,402,102,6,788,36,942,6
202143,2021-10-30,2021-12-09,nation,ca,377,48,15,696,35,1031,7
202144,2021-11-06,2021-12-09,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2021-12-09,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2021-12-09,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2021-12-09,nation,ca,333,91,48,771,151,1236,39
202148,2021-12-04,2021-12-09,nation,ca,260,87,69,704,175,1450,61
202135,2021-09-04,2021-12-02,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2021-12-02,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2021-12-02,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2021-12-02,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2021-12-02,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2021-12-02,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2021-12-02,nation,ca,362,49,7,721,48,932,6
202142,2021-10-23,2021-12-02,nation,ca,402,102,6,788,36,942,6
202143,2021-10-30,2021-12-02,nation,ca,377,48,15,696,35,1031,7
202144,2021-11-06,2021-12-02,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2021-12-02,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2021-12-02,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2021-12-02,nation,ca,301,88,47,721,141,1223,39
202135,2021-09-04,2021-11-25,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2021-11-25,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2021-11-25,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2021-11-25,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2021-11-25,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2021-11-25,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2021-11-25,nation,ca,362,49,7,721,48,932,6
202142,2021-10-23,2021-11-25,nation,ca,402,102,6,788,36,942,6
202143,2021-10-30,2021-11-25,nation,ca,377,48,15,696,35,1031,7
202144,2021-11-06,2021-11-25,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2021-11-25,nation,ca,447,72,29,930,88,1144,24
202146,2021-11-20,2021-11-25,nation,ca,284,97,38,737,83,995,23
202135,2021-09-04,2021-11-18,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2021-11-18,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2021-11-18,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2021-11-18,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2021-11-18,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2021-11-18,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2021-11-18,nation,ca,362,49,7,721,48,932,6
202142,2021-10-23,2021-11-18,nation,ca,402,102,6,788,36,942,6
202143,2021-10-30,2021-11-18,nation,ca,377,48,15,696,35,1031,7
202144,2021-11-06,2021-11-18,nation,ca,366,55,30,739,67,1133,37
202145,2021-11-13,2021-11-18,nation,ca,349,64,28,775,83,1139,22
202135,2021-09-04,2021-11-12,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2021-11-12,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2021-11-12,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2021-11-12,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2021-11-12,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2021-11-12,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2021-11-12,nation,ca,362,49,7,721,48,932,6
202142,2021-10-23,2021-11-12,nation,ca,402,102,6,788,36,942,6
202143,2021-10-30,2021-11-12,nation,ca,377,48,15,694,35,1031,7
202144,2021-11-06,2021-11-12,nation,ca,323,50,21,679,62,1107,37
202135,2021-09-04,2021-11-04,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2021-11-04,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2021-11-04,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2021-11-04,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2021-11-04,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2021-11-04,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2021-11-04,nation,ca,362,49,7,721,48,932,6
202142,2021-10-23,2021-11-04,nation,ca,392,100,6,767,36,902,6
202143,2021-10-30,2021-11-04,nation,ca,316,44,13,608,33,1007,7
202135,2021-09-04,2021-10-28,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2021-10-28,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2021-10-28,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2021-10-28,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2021-10-28,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2021-10-28,nation,ca,313,50,6,920,17,867,2
