epiweek,time_value,issue,geo_type,geo_value,hpiv_positive_tests,adv_positive_tests,hmpv_positive_tests,evrv_positive_tests,hcov_positive_tests,rsv_positive_tests,flu_positive_tests
202215,2022-04-16,2022-06-09,nation,ca,52,67,60,315,154,414,511
202216,2022-04-23,2022-06-09,nation,ca,84,72,86,293,155,414,1079
202217,2022-04-30,2022-06-09,nation,ca,92,74,131,357,186,459,1738
202218,2022-05-07,2022-06-09,nation,ca,123,82,159,396,184,389,2157
202219,2022-05-14,2022-06-09,nation,ca,115,69,165,345,145,366,2307
202220,2022-05-21,2022-06-09,nation,ca,141,76,218,374,144,357,1785
202221,2022-05-28,2022-06-09,nation,ca,157,93,272,447,105,338,1631
202222,2022-06-04,2022-06-09,nation,ca,142,68,221,365,101,301,1329
202135,2021-09-04,2022-06-02,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-06-02,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-06-02,nation,ca,207,28,6,916,11,628,3
202138,2021-09-25,2022-06-02,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-06-02,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-06-02,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-06-02,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-06-02,nation,ca,402,102,6,788,36,941,6
202143,2021-10-30,2022-06-02,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-06-02,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-06-02,nation,ca,447,72,29,932,88,1144,23
202146,2021-11-20,2022-06-02,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-06-02,nation,ca,337,91,48,795,153,1236,33
202148,2021-12-04,2022-06-02,nation,ca,275,91,72,736,188,1526,64
202149,2021-12-11,2022-06-02,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-06-02,nation,ca,189,163,64,684,278,2268,56
202151,2021-12-25,2022-06-02,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-06-02,nation,ca,109,99,52,374,332,1906,29
202201,2022-01-08,2022-06-02,nation,ca,93,95,37,280,312,1378,25
202202,2022-01-15,2022-06-02,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-06-02,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-06-02,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-06-02,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-06-02,nation,ca,18,51,15,128,70,275,6
202207,2022-02-19,2022-06-02,nation,ca,14,48,14,134,66,266,2
202208,2022-02-26,2022-06-02,nation,ca,22,56,16,179,72,241,9
202209,2022-03-05,2022-06-02,nation,ca,19,61,13,233,71,264,14
202210,2022-03-12,2022-06-02,nation,ca,21,62,16,240,83,305,17
202211,2022-03-19,2022-06-02,nation,ca,20,57,18,252,67,346,29
202212,2022-03-26,2022-06-02,nation,ca,34,56,26,289,104,367,93
202213,2022-04-02,2022-06-02,nation,ca,48,80,45,274,110,420,179
202214,2022-04-09,2022-06-02,nation,ca,43,64,54,310,116,446,314
202215,2022-04-16,2022-06-02,nation,ca,52,67,60,315,154,414,511
202216,2022-04-23,2022-06-02,nation,ca,84,72,86,293,155,414,1079
202217,2022-04-30,2022-06-02,nation,ca,92,74,131,357,186,459,1738
202218,2022-05-07,2022-06-02,nation,ca,123,82,159,396,184,389,2157
202219,2022-05-14,2022-06-02,nation,ca,115,69,165,345,145,366,2307
202220,2022-05-21,2022-06-02,nation,ca,141,76,218,374,145,357,1788
202221,2022-05-28,2022-06-02,nation,ca,144,89,252,423,98,332,1551
202135,2021-09-04,2022-05-26,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-05-26,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-05-26,nation,ca,207,28,6,916,11,628,3
202138,2021-09-25,2022-05-26,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-05-26,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-05-26,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-05-26,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-05-26,nation,ca,402,102,6,788,36,941,6
202143,2021-10-30,2022-05-26,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-05-26,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-05-26,nation,ca,447,72,29,932,88,1144,23
202146,2021-11-20,2022-05-26,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-05-26,nation,ca,337,91,48,795,153,1236,33
202148,2021-12-04,2022-05-26,nation,ca,275,91,72,736,188,1526,64
202149,2021-12-11,2022-05-26,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-05-26,nation,ca,189,163,64,684,278,2268,56
202151,2021-12-25,2022-05-26,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-05-26,nation,ca,109,99,52,374,332,1906,29
202201,2022-01-08,2022-05-26,nation,ca,93,95,37,280,312,1378,25
202202,2022-01-15,2022-05-26,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-05-26,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-05-26,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-05-26,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-05-26,nation,ca,18,51,15,128,70,275,6
202207,2022-02-19,2022-05-26,nation,ca,14,48,14,134,66,266,2
202208,2022-02-26,2022-05-26,nation,ca,22,56,16,179,72,241,9
202209,2022-03-05,2022-05-26,nation,ca,19,61,13,233,71,264,14
202210,2022-03-12,2022-05-26,nation,ca,21,62,16,240,83,305,17
202211,2022-03-19,2022-05-26,nation,ca,20,57,18,252,67,346,29
202212,2022-03-26,2022-05-26,nation,ca,34,56,26,289,104,367,93
202213,2022-04-02,2022-05-26,nation,ca,48,80,45,274,110,420,179
202214,2022-04-09,2022-05-26,nation,ca,43,64,54,310,116,446,314
202215,2022-04-16,2022-05-26,nation,ca,52,67,60,315,154,414,511
202216,2022-04-23,2022-05-26,nation,ca,84,72,86,293,155,414,1079
202217,2022-04-30,2022-05-26,nation,ca,92,74,131,357,186,459,1738
202218,2022-05-07,2022-05-26,nation,ca,123,82,159,396,184,389,2157
202219,2022-05-14,2022-05-26,nation,ca,115,69,165,345,145,366,2307
202220,2022-05-21,2022-05-26,nation,ca,130,71,214,354,141,317,1739
202135,2021-09-04,2022-05-19,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-05-19,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-05-19,nation,ca,207,28,6,916,11,628,3
202138,2021-09-25,2022-05-19,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-05-19,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-05-19,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-05-19,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-05-19,nation,ca,402,102,6,788,36,941,6
202143,2021-10-30,2022-05-19,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-05-19,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-05-19,nation,ca,447,72,29,932,88,1144,23
202146,2021-11-20,2022-05-19,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-05-19,nation,ca,337,91,48,795,153,1236,33
202148,2021-12-04,2022-05-19,nation,ca,275,91,72,736,188,1526,64
202149,2021-12-11,2022-05-19,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-05-19,nation,ca,189,163,64,684,278,2268,56
202151,2021-12-25,2022-05-19,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-05-19,nation,ca,109,99,52,374,332,1906,29
202201,2022-01-08,2022-05-19,nation,ca,93,95,37,280,312,1378,25
202202,2022-01-15,2022-05-19,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-05-19,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-05-19,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-05-19,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-05-19,nation,ca,18,51,15,128,70,275,6
202207,2022-02-19,2022-05-19,nation,ca,14,48,14,134,66,266,2
202208,2022-02-26,2022-05-19,nation,ca,22,56,16,179,72,241,9
202209,2022-03-05,2022-05-19,nation,ca,19,61,13,233,71,264,14
202210,2022-03-12,2022-05-19,nation,ca,21,62,16,240,83,305,17
202211,2022-03-19,2022-05-19,nation,ca,20,57,18,252,67,346,29
202212,2022-03-26,2022-05-19,nation,ca,34,56,26,289,104,367,93
202213,2022-04-02,2022-05-19,nation,ca,48,80,45,274,110,420,179
202214,2022-04-09,2022-05-19,nation,ca,43,64,54,310,116,446,313
202215,2022-04-16,2022-05-19,nation,ca,52,67,60,315,154,414,511
202216,2022-04-23,2022-05-19,nation,ca,84,72,86,293,155,414,1079
202217,2022-04-30,2022-05-19,nation,ca,92,74,131,357,196,459,1735
202218,2022-05-07,2022-05-19,nation,ca,123,82,159,396,184,389,2091
202219,2022-05-14,2022-05-19,nation,ca,113,62,133,293,143,304,2100
202135,2021-09-04,2022-05-12,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-05-12,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-05-12,nation,ca,207,28,6,916,11,628,3
202138,2021-09-25,2022-05-12,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-05-12,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-05-12,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-05-12,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-05-12,nation,ca,402,102,6,788,36,941,6
202143,2021-10-30,2022-05-12,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-05-12,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-05-12,nation,ca,447,72,29,932,88,1144,23
202146,2021-11-20,2022-05-12,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-05-12,nation,ca,337,91,48,795,153,1236,33
202148,2021-12-04,2022-05-12,nation,ca,275,91,72,736,188,1526,64
202149,2021-12-11,2022-05-12,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-05-12,nation,ca,189,163,64,684,278,2268,56
202151,2021-12-25,2022-05-12,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-05-12,nation,ca,109,99,52,374,332,1906,29
202201,2022-01-08,2022-05-12,nation,ca,93,95,37,280,312,1378,25
202202,2022-01-15,2022-05-12,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-05-12,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-05-12,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-05-12,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-05-12,nation,ca,18,51,15,128,70,275,6
202207,2022-02-19,2022-05-12,nation,ca,14,48,14,134,66,266,2
202208,2022-02-26,2022-05-12,nation,ca,22,56,16,179,72,241,9
202209,2022-03-05,2022-05-12,nation,ca,19,61,13,233,71,264,14
202210,2022-03-12,2022-05-12,nation,ca,21,62,16,240,83,305,17
202211,2022-03-19,2022-05-12,nation,ca,20,57,18,252,67,346,29
202212,2022-03-26,2022-05-12,nation,ca,34,56,26,289,104,367,93
202213,2022-04-02,2022-05-12,nation,ca,48,80,45,274,110,420,179
202214,2022-04-09,2022-05-12,nation,ca,43,64,54,310,116,446,313
202215,2022-04-16,2022-05-12,nation,ca,52,67,60,315,154,414,511
202216,2022-04-23,2022-05-12,nation,ca,84,72,86,293,155,414,1079
202217,2022-04-30,2022-05-12,nation,ca,76,71,129,313,186,449,1676
202218,2022-05-07,2022-05-12,nation,ca,76,79,143,307,178,353,1950
202135,2021-09-04,2022-05-05,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-05-05,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-05-05,nation,ca,207,28,6,916,11,628,3
202138,2021-09-25,2022-05-05,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-05-05,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-05-05,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-05-05,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-05-05,nation,ca,402,102,6,788,36,941,6
202143,2021-10-30,2022-05-05,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-05-05,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-05-05,nation,ca,447,72,29,932,88,1144,23
202146,2021-11-20,2022-05-05,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-05-05,nation,ca,337,91,48,795,153,1236,33
202148,2021-12-04,2022-05-05,nation,ca,275,91,72,736,188,1526,64
202149,2021-12-11,2022-05-05,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-05-05,nation,ca,189,163,64,684,278,2268,56
202151,2021-12-25,2022-05-05,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-05-05,nation,ca,109,99,52,374,332,1906,29
202201,2022-01-08,2022-05-05,nation,ca,93,95,37,280,312,1378,25
202202,2022-01-15,2022-05-05,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-05-05,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-05-05,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-05-05,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-05-05,nation,ca,18,51,15,128,70,275,6
202207,2022-02-19,2022-05-05,nation,ca,14,48,14,134,66,266,2
202208,2022-02-26,2022-05-05,nation,ca,22,56,16,179,72,241,9
202209,2022-03-05,2022-05-05,nation,ca,19,61,13,233,71,264,14
202210,2022-03-12,2022-05-05,nation,ca,21,62,16,240,83,305,17
202211,2022-03-19,2022-05-05,nation,ca,20,57,18,252,67,346,29
202212,2022-03-26,2022-05-05,nation,ca,34,56,26,289,104,367,93
202213,2022-04-02,2022-05-05,nation,ca,48,80,45,274,110,420,179
202214,2022-04-09,2022-05-05,nation,ca,43,64,54,310,116,446,313
202215,2022-04-16,2022-05-05,nation,ca,52,67,60,315,154,414,511
202216,2022-04-23,2022-05-05,nation,ca,84,72,86,292,155,414,1080
202217,2022-04-30,2022-05-05,nation,ca,68,69,119,297,177,426,1639
202135,2021-09-04,2022-04-28,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-04-28,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-04-28,nation,ca,207,28,6,916,11,628,3
202138,2021-09-25,2022-04-28,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-04-28,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-04-28,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-04-28,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-04-28,nation,ca,402,102,6,788,36,941,6
202143,2021-10-30,2022-04-28,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-04-28,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-04-28,nation,ca,447,72,29,932,88,1144,23
202146,2021-11-20,2022-04-28,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-04-28,nation,ca,337,91,48,795,153,1236,33
202148,2021-12-04,2022-04-28,nation,ca,275,91,72,736,188,1526,64
202149,2021-12-11,2022-04-28,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-04-28,nation,ca,189,163,64,684,278,2268,56
202151,2021-12-25,2022-04-28,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-04-28,nation,ca,109,99,52,374,332,1906,29
202201,2022-01-08,2022-04-28,nation,ca,93,95,37,280,312,1378,25
202202,2022-01-15,2022-04-28,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-04-28,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-04-28,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-04-28,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-04-28,nation,ca,18,51,15,128,70,275,6
202207,2022-02-19,2022-04-28,nation,ca,14,48,14,134,66,266,2
202208,2022-02-26,2022-04-28,nation,ca,22,56,16,179,72,241,9
202209,2022-03-05,2022-04-28,nation,ca,19,61,13,233,71,264,14
202210,2022-03-12,2022-04-28,nation,ca,21,62,16,240,83,305,17
202211,2022-03-19,2022-04-28,nation,ca,20,57,18,252,67,346,29
202212,2022-03-26,2022-04-28,nation,ca,34,56,26,289,104,367,93
202213,2022-04-02,2022-04-28,nation,ca,48,80,45,274,110,420,179
202214,2022-04-09,2022-04-28,nation,ca,43,64,54,310,116,446,313
202215,2022-04-16,2022-04-28,nation,ca,52,67,60,315,154,414,505
202216,2022-04-23,2022-04-28,nation,ca,80,69,77,287,151,401,1035
202135,2021-09-04,2022-04-21,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-04-21,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-04-21,nation,ca,207,28,6,916,11,628,4
202138,2021-09-25,2022-04-21,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-04-21,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-04-21,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-04-21,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-04-21,nation,ca,402,102,6,788,36,941,6
202143,2021-10-30,2022-04-21,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-04-21,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-04-21,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-04-21,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-04-21,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-04-21,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-04-21,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-04-21,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-04-21,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-04-21,nation,ca,109,99,52,374,332,1906,31
202201,2022-01-08,2022-04-21,nation,ca,93,95,37,280,312,1378,27
202202,2022-01-15,2022-04-21,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-04-21,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-04-21,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-04-21,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-04-21,nation,ca,18,51,15,128,70,275,6
202207,2022-02-19,2022-04-21,nation,ca,14,48,14,134,66,266,2
202208,2022-02-26,2022-04-21,nation,ca,22,56,16,179,72,241,10
202209,2022-03-05,2022-04-21,nation,ca,19,61,13,233,71,264,16
202210,2022-03-12,2022-04-21,nation,ca,21,62,16,240,83,305,20
202211,2022-03-19,2022-04-21,nation,ca,20,57,18,252,67,346,29
202212,2022-03-26,2022-04-21,nation,ca,34,56,26,289,104,367,97
202213,2022-04-02,2022-04-21,nation,ca,48,80,45,274,110,420,179
202214,2022-04-09,2022-04-21,nation,ca,43,64,54,310,116,446,313
202215,2022-04-16,2022-04-21,nation,ca,48,60,53,274,142,385,492
202135,2021-09-04,2022-04-14,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-04-14,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-04-14,nation,ca,207,28,6,916,11,628,4
202138,2021-09-25,2022-04-14,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-04-14,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-04-14,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-04-14,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-04-14,nation,ca,402,102,6,788,36,941,6
202143,2021-10-30,2022-04-14,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-04-14,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-04-14,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-04-14,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-04-14,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-04-14,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-04-14,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-04-14,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-04-14,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-04-14,nation,ca,109,99,52,374,332,1906,31
202201,2022-01-08,2022-04-14,nation,ca,93,95,37,280,312,1378,27
202202,2022-01-15,2022-04-14,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-04-14,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-04-14,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-04-14,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-04-14,nation,ca,18,51,15,128,70,275,6
202207,2022-02-19,2022-04-14,nation,ca,14,48,14,134,66,266,2
202208,2022-02-26,2022-04-14,nation,ca,22,56,16,179,72,241,10
202209,2022-03-05,2022-04-14,nation,ca,19,61,13,233,71,264,16
202210,2022-03-12,2022-04-14,nation,ca,21,62,16,240,83,305,20
202211,2022-03-19,2022-04-14,nation,ca,20,57,18,252,67,346,29
202212,2022-03-26,2022-04-14,nation,ca,34,56,26,289,104,367,97
202213,2022-04-02,2022-04-14,nation,ca,48,80,45,275,110,420,239
202214,2022-04-09,2022-04-14,nation,ca,40,62,49,294,94,414,363
202135,2021-09-04,2022-04-12,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-04-12,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-04-12,nation,ca,207,28,6,916,11,628,4
202138,2021-09-25,2022-04-12,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-04-12,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-04-12,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-04-12,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-04-12,nation,ca,402,102,6,788,36,941,6
202143,2021-10-30,2022-04-12,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-04-12,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-04-12,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-04-12,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-04-12,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-04-12,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-04-12,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-04-12,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-04-12,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-04-12,nation,ca,109,99,52,374,332,1906,31
202201,2022-01-08,2022-04-12,nation,ca,93,95,37,280,312,1378,27
202202,2022-01-15,2022-04-12,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-04-12,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-04-12,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-04-12,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-04-12,nation,ca,18,51,15,128,70,275,6
202207,2022-02-19,2022-04-12,nation,ca,14,48,14,134,66,266,2
202208,2022-02-26,2022-04-12,nation,ca,22,56,16,179,72,241,10
202209,2022-03-05,2022-04-12,nation,ca,19,61,13,233,71,264,16
202210,2022-03-12,2022-04-12,nation,ca,21,62,16,240,83,305,20
202211,2022-03-19,2022-04-12,nation,ca,20,57,18,252,67,346,29
202212,2022-03-26,2022-04-12,nation,ca,34,56,26,289,104,367,104
202213,2022-04-02,2022-04-12,nation,ca,44,78,40,268,105,403,233
202135,2021-09-04,2022-03-31,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-03-31,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-03-31,nation,ca,207,28,6,916,11,628,4
202138,2021-09-25,2022-03-31,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-03-31,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-03-31,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-03-31,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-03-31,nation,ca,402,102,6,788,36,941,6
202143,2021-10-30,2022-03-31,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-03-31,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-03-31,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-03-31,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-03-31,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-03-31,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-03-31,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-03-31,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-03-31,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-03-31,nation,ca,109,99,52,374,332,1906,31
202201,2022-01-08,2022-03-31,nation,ca,93,95,37,280,312,1378,27
202202,2022-01-15,2022-03-31,nation,ca,62,54,18,178,252,925,28
202203,2022-01-22,2022-03-31,nation,ca,34,60,11,133,154,624,9
202204,2022-01-29,2022-03-31,nation,ca,28,53,10,109,126,355,8
202205,2022-02-05,2022-03-31,nation,ca,19,62,10,115,78,325,6
202206,2022-02-12,2022-03-31,nation,ca,18,51,15,128,70,275,6
202207,2022-02-19,2022-03-31,nation,ca,14,48,14,134,66,266,2
202208,2022-02-26,2022-03-31,nation,ca,22,56,16,179,72,241,10
202209,2022-03-05,2022-03-31,nation,ca,19,61,13,233,71,264,16
202210,2022-03-12,2022-03-31,nation,ca,21,62,16,240,83,305,20
202211,2022-03-19,2022-03-31,nation,ca,18,56,16,244,64,303,27
202212,2022-03-26,2022-03-31,nation,ca,31,49,25,249,91,302,81
202135,2021-09-04,2022-03-24,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2022-03-24,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2022-03-24,nation,ca,207,28,6,916,11,628,4
202138,2021-09-25,2022-03-24,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2022-03-24,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2022-03-24,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2022-03-24,nation,ca,374,49,7,743,48,932,6
202142,2021-10-23,2022-03-24,nation,ca,402,102,6,787,36,941,6
202143,2021-10-30,2022-03-24,nation,ca,391,48,15,729,35,1033,7
202144,2021-11-06,2022-03-24,nation,ca,405,56,30,777,67,1134,32
202145,2021-11-13,2022-03-24,nation,ca,447,72,29,932,88,1144,24
202146,2021-11-20,2022-03-24,nation,ca,366,111,44,869,106,1076,26
202147,2021-11-27,2022-03-24,nation,ca,337,91,48,795,153,1236,39
202148,2021-12-04,2022-03-24,nation,ca,275,91,72,736,188,1526,65
202149,2021-12-11,2022-03-24,nation,ca,219,139,69,758,252,1849,55
202150,2021-12-18,2022-03-24,nation,ca,189,163,64,684,278,2268,62
202151,2021-12-25,2022-03-24,nation,ca,165,139,66,508,256,2414,58
202152,2022-01-01,2022-03-24,nation,ca,109,99,52,374,332,1906,31
