epiweek,time_value,issue,geo_type,geo_value,flu_tests,flu_ah1n1pdm09_positive_tests,flu_ah3_positive_tests,flu_auns_positive_tests,flu_a_positive_tests,flu_b_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,hpiv_1_positive_tests,hpiv_2_positive_tests,hpiv_3_positive_tests,hpiv_4_positive_tests,hpiv_other_positive_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests
201734,2017-08-26,2017-08-31,lab,nl,27,0,0,0,0,0,27,0,27.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,27.0,0.0,27.0,4.0,,
201734,2017-08-26,2017-08-31,lab,pe,1,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
201734,2017-08-26,2017-08-31,lab,ns,5,0,0,0,0,0,5,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
201734,2017-08-26,2017-08-31,lab,nb,31,0,0,0,0,0,31,0,23.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,23.0,1.0,23.0,0.0,23.0,0.0
201734,2017-08-26,2017-08-31,region,atlantic,64,0,0,0,0,0,64,0,53.0,0.0,1.0,1.0,0.0,0.0,53.0,1.0,53.0,1.0,53.0,4.0,26.0,0.0
201734,2017-08-26,2017-08-31,lab,région nord-est,16,0,0,0,0,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201734,2017-08-26,2017-08-31,lab,québec-chaudière-appalaches,35,0,0,0,0,0,48,0,46.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,45.0,0.0,,,44.0,0.0
201734,2017-08-26,2017-08-31,lab,centre-du-québec,4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201734,2017-08-26,2017-08-31,lab,montréal-laval,333,0,0,1,1,0,339,0,302.0,11.0,0.0,3.0,6.0,0.0,310.0,7.0,297.0,1.0,,,263.0,2.0
201734,2017-08-26,2017-08-31,lab,ouest du québec,7,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201734,2017-08-26,2017-08-31,lab,montérégie,10,0,0,0,0,0,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201734,2017-08-26,2017-08-31,region,qc,405,0,0,1,1,0,418,2,348.0,11.0,0.0,3.0,6.0,0.0,359.0,7.0,342.0,1.0,,,307.0,2.0
201734,2017-08-26,2017-08-31,lab,ottawa p.h.l.,14,0,0,0,0,0,14,0,14.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,9.0,0.0,9.0,0.0
201734,2017-08-26,2017-08-31,lab,cheo/hee0 - ottawa,54,0,0,1,1,0,54,2,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,19.0,0.0,19.0,7.0,19.0,0.0
201734,2017-08-26,2017-08-31,lab,kingston p.h.l.,11,0,0,0,0,0,11,0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,9.0,3.0,9.0,0.0
201734,2017-08-26,2017-08-31,lab,uhn / mount sinai hospital,121,0,0,2,2,0,121,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0
201734,2017-08-26,2017-08-31,lab,p.h.o.l. - toronto,162,0,1,0,1,0,160,1,160.0,4.0,0.0,1.0,1.0,0.0,160.0,2.0,155.0,0.0,57.0,5.0,51.0,0.0
201734,2017-08-26,2017-08-31,lab,sick kids'hospital - toronto,36,0,0,0,0,0,36,1,36.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,36.0,0.0,36.0,9.0,36.0,0.0
201734,2017-08-26,2017-08-31,lab,sunnybrook & women's college hsc,27,0,0,0,0,0,27,0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,1.0,27.0,7.0,27.0,0.0
201734,2017-08-26,2017-08-31,lab,sault ste. marie p.h.l.,1,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
201734,2017-08-26,2017-08-31,lab,timmins p.h.l.,6,0,0,0,0,0,6,0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,2.0,1.0,2.0,0.0
201734,2017-08-26,2017-08-31,lab,st. joseph's - london,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201734,2017-08-26,2017-08-31,lab,london p.h.l.,25,0,0,0,0,0,25,1,25.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,22.0,0.0,21.0,3.0,18.0,0.0
201734,2017-08-26,2017-08-31,lab,orillia p.h.l.,6,0,0,0,0,0,6,0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,6.0,1.0,5.0,0.0
201734,2017-08-26,2017-08-31,lab,thunder bay p.h.l.,3,0,0,0,0,0,3,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
201734,2017-08-26,2017-08-31,lab,sudbury p.h.l.,6,0,0,0,0,0,6,0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,5.0,0.0,4.0,0.0
201734,2017-08-26,2017-08-31,lab,hamilton p.h.l.,23,0,0,0,0,0,23,0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,17.0,0.0,16.0,1.0,10.0,0.0
201734,2017-08-26,2017-08-31,lab,peterborough p.h.l.,18,0,0,0,0,0,18,0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,16.0,0.0,15.0,5.0,13.0,0.0
201734,2017-08-26,2017-08-31,region,on,513,0,1,3,4,0,511,5,352.0,5.0,1.0,1.0,1.0,0.0,355.0,4.0,353.0,2.0,223.0,42.0,204.0,0.0
201734,2017-08-26,2017-08-31,lab,mb,99,0,0,0,0,0,99,0,76.0,0.0,0.0,0.0,0.0,0.0,76.0,1.0,48.0,4.0,76.0,5.0,48.0,0.0
201734,2017-08-26,2017-08-31,lab,regina,107,0,0,0,0,0,107,0,107.0,2.0,2.0,1.0,2.0,0.0,107.0,1.0,107.0,1.0,107.0,36.0,107.0,0.0
201734,2017-08-26,2017-08-31,region,atlantic,47,0,0,1,1,0,47,0,47.0,1.0,0.0,0.0,0.0,0.0,47.0,0.0,47.0,0.0,47.0,2.0,47.0,0.0
201734,2017-08-26,2017-08-31,lab,sk,154,0,0,1,1,0,154,0,154.0,3.0,2.0,1.0,2.0,0.0,154.0,1.0,154.0,1.0,154.0,38.0,154.0,0.0
201734,2017-08-26,2017-08-31,lab,ab,205,0,5,1,6,0,186,0,186.0,0.0,0.0,0.0,4.0,0.0,186.0,5.0,186.0,4.0,186.0,46.0,186.0,1.0
201734,2017-08-26,2017-08-31,region,prairies,458,0,5,2,7,0,439,0,416.0,3.0,2.0,1.0,6.0,0.0,416.0,7.0,388.0,9.0,416.0,89.0,388.0,1.0
201734,2017-08-26,2017-08-31,region,bc,145,0,0,3,3,1,145,0,97.0,1.0,0.0,4.0,0.0,0.0,97.0,1.0,97.0,0.0,85.0,36.0,85.0,0.0
201734,2017-08-26,2017-08-31,lab,yk,1,0,0,1,1,0,1,0,,,,,,,,,,,,,,
201734,2017-08-26,2017-08-31,lab,nt,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201734,2017-08-26,2017-08-31,lab,nu,6,0,0,0,0,0,6,0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
201734,2017-08-26,2017-08-31,region,territories,7,0,0,1,1,0,7,0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
201734,2017-08-26,2017-08-31,nation,ca,1592,0,6,10,16,1,1584,7,1272.0,20.0,4.0,10.0,13.0,0.0,1286.0,20.0,1239.0,13.0,778.0,171.0,1011.0,3.0
201733,2017-08-19,2017-08-24,lab,nl,20,0,0,0,0,0,20,0,20.0,0.0,0.0,1.0,0.0,0.0,20.0,1.0,20.0,0.0,20.0,2.0,,
201733,2017-08-19,2017-08-24,lab,pe,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201733,2017-08-19,2017-08-24,lab,ns,13,0,0,0,0,0,14,0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,1.0,5.0,0.0
201733,2017-08-19,2017-08-24,lab,nb,20,0,0,0,0,0,16,0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,3.0,16.0,0.0
201733,2017-08-19,2017-08-24,region,atlantic,53,0,0,0,0,0,50,0,41.0,0.0,0.0,1.0,0.0,0.0,41.0,1.0,41.0,0.0,41.0,6.0,21.0,0.0
201733,2017-08-19,2017-08-24,lab,région nord-est,16,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201733,2017-08-19,2017-08-24,lab,québec-chaudière-appalaches,63,0,0,0,0,0,66,0,67.0,0.0,0.0,0.0,0.0,0.0,69.0,2.0,64.0,0.0,,,63.0,0.0
201733,2017-08-19,2017-08-24,lab,centre-du-québec,5,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201733,2017-08-19,2017-08-24,lab,montréal-laval,330,0,0,6,6,0,346,3,318.0,5.0,0.0,5.0,2.0,0.0,326.0,15.0,276.0,2.0,,,276.0,1.0
201733,2017-08-19,2017-08-24,lab,ouest du québec,6,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201733,2017-08-19,2017-08-24,lab,montérégie,10,0,0,0,0,0,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201733,2017-08-19,2017-08-24,region,qc,430,0,0,6,6,0,444,4,385.0,5.0,0.0,5.0,2.0,0.0,395.0,17.0,340.0,2.0,,,339.0,1.0
201733,2017-08-19,2017-08-24,lab,ottawa p.h.l.,4,0,0,0,0,0,2,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
201733,2017-08-19,2017-08-24,lab,cheo/hee0 - ottawa,42,0,0,1,1,0,42,2,14.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,0.0,14.0,5.0,14.0,0.0
201733,2017-08-19,2017-08-24,lab,kingston p.h.l.,8,0,0,0,0,0,8,0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,8.0,3.0,7.0,0.0
201733,2017-08-19,2017-08-24,lab,uhn / mount sinai hospital,110,0,0,0,0,0,110,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
201733,2017-08-19,2017-08-24,lab,p.h.o.l. - toronto,146,0,1,1,2,0,145,1,145.0,2.0,0.0,0.0,0.0,0.0,145.0,0.0,143.0,0.0,74.0,13.0,72.0,0.0
201733,2017-08-19,2017-08-24,lab,sick kids'hospital - toronto,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201733,2017-08-19,2017-08-24,lab,sunnybrook & women's college hsc,24,0,0,0,0,0,24,0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,24.0,5.0,24.0,0.0
201733,2017-08-19,2017-08-24,lab,sault ste. marie p.h.l.,7,0,0,0,0,0,7,0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,5.0,2.0,5.0,0.0
201733,2017-08-19,2017-08-24,lab,timmins p.h.l.,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201733,2017-08-19,2017-08-24,lab,st. joseph's - london,17,0,0,0,0,0,17,0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,17.0,1.0,17.0,0.0
201733,2017-08-19,2017-08-24,lab,london p.h.l.,24,0,0,0,0,0,24,0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,21.0,0.0,16.0,1.0,13.0,0.0
201733,2017-08-19,2017-08-24,lab,orillia p.h.l.,1,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
201733,2017-08-19,2017-08-24,lab,thunder bay p.h.l.,8,0,0,0,0,0,8,0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
201733,2017-08-19,2017-08-24,lab,sudbury p.h.l.,5,0,0,0,0,0,5,0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0
201733,2017-08-19,2017-08-24,lab,hamilton p.h.l.,29,0,0,0,0,0,25,0,25.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,24.0,0.0,20.0,6.0,19.0,0.0
201733,2017-08-19,2017-08-24,lab,peterborough p.h.l.,20,0,0,0,0,0,20,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.0,0.0,17.0,3.0,16.0,0.0
201733,2017-08-19,2017-08-24,region,on,445,0,1,2,3,0,438,4,304.0,3.0,0.0,1.0,0.0,0.0,300.0,1.0,296.0,0.0,198.0,39.0,190.0,0.0
201733,2017-08-19,2017-08-24,lab,mb,77,0,0,0,0,0,77,0,62.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,26.0,0.0,77.0,10.0,26.0,0.0
201733,2017-08-19,2017-08-24,lab,regina,92,0,0,0,0,0,92,0,92.0,1.0,2.0,0.0,0.0,0.0,92.0,2.0,92.0,1.0,92.0,20.0,92.0,0.0
201733,2017-08-19,2017-08-24,region,atlantic,50,0,0,0,0,0,50,0,50.0,0.0,2.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,50.0,2.0,50.0,0.0
201733,2017-08-19,2017-08-24,lab,sk,142,0,0,0,0,0,142,0,142.0,1.0,4.0,0.0,0.0,0.0,142.0,2.0,142.0,1.0,142.0,22.0,142.0,0.0
201733,2017-08-19,2017-08-24,lab,ab,265,0,5,4,9,0,243,0,243.0,3.0,1.0,1.0,3.0,0.0,243.0,4.0,243.0,2.0,243.0,63.0,243.0,1.0
201733,2017-08-19,2017-08-24,region,prairies,484,0,5,4,9,0,462,0,447.0,4.0,5.0,1.0,3.0,0.0,447.0,6.0,411.0,3.0,462.0,95.0,411.0,1.0
201733,2017-08-19,2017-08-24,region,bc,169,0,2,2,4,3,169,2,110.0,2.0,0.0,3.0,0.0,0.0,110.0,2.0,110.0,2.0,93.0,18.0,93.0,1.0
201733,2017-08-19,2017-08-24,lab,yk,4,0,1,0,1,0,4,0,,,,,,,,,,,,,,
201733,2017-08-19,2017-08-24,lab,nt,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201733,2017-08-19,2017-08-24,lab,nu,6,0,0,0,0,0,6,0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
201733,2017-08-19,2017-08-24,region,territories,10,0,1,0,1,0,10,0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
201733,2017-08-19,2017-08-24,nation,ca,1591,0,9,14,23,3,1573,10,1293.0,14.0,5.0,11.0,5.0,0.0,1299.0,28.0,1204.0,7.0,794.0,158.0,1054.0,3.0
201732,2017-08-12,2017-08-17,lab,nl,21,0,0,1,1,0,21,0,21.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,21.0,0.0,21.0,3.0,,
201732,2017-08-12,2017-08-17,lab,pe,1,0,0,0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
201732,2017-08-12,2017-08-17,lab,ns,7,0,0,0,0,0,7,1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,1.0,5.0,0.0
201732,2017-08-12,2017-08-17,lab,nb,26,0,0,0,0,0,18,0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,18.0,0.0,18.0,0.0,18.0,0.0
201732,2017-08-12,2017-08-17,region,atlantic,55,0,0,1,1,0,47,1,45.0,0.0,0.0,2.0,0.0,0.0,45.0,1.0,45.0,0.0,45.0,4.0,24.0,0.0
201732,2017-08-12,2017-08-17,lab,région nord-est,11,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201732,2017-08-12,2017-08-17,lab,québec-chaudière-appalaches,49,0,0,0,0,0,62,0,64.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,58.0,0.0,,,58.0,0.0
201732,2017-08-12,2017-08-17,lab,centre-du-québec,8,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201732,2017-08-12,2017-08-17,lab,montréal-laval,376,0,0,2,2,0,374,1,326.0,5.0,0.0,3.0,1.0,0.0,332.0,9.0,322.0,0.0,,,322.0,3.0
201732,2017-08-12,2017-08-17,lab,ouest du québec,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201732,2017-08-12,2017-08-17,lab,montérégie,10,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201732,2017-08-12,2017-08-17,region,qc,461,0,0,2,2,0,464,1,390.0,5.0,0.0,3.0,1.0,0.0,396.0,9.0,380.0,0.0,,,380.0,3.0
201732,2017-08-12,2017-08-17,lab,ottawa p.h.l.,6,0,0,0,0,0,5,0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,4.0,4.0,4.0,0.0
201732,2017-08-12,2017-08-17,lab,cheo/hee0 - ottawa,64,0,0,0,0,0,64,0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,0.0,27.0,6.0,27.0,0.0
201732,2017-08-12,2017-08-17,lab,kingston p.h.l.,5,0,0,0,0,0,5,0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0
201732,2017-08-12,2017-08-17,lab,uhn / mount sinai hospital,81,0,0,0,0,1,81,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
201732,2017-08-12,2017-08-17,lab,p.h.o.l. - toronto,171,0,4,0,4,0,166,0,166.0,1.0,0.0,0.0,0.0,0.0,166.0,1.0,159.0,0.0,87.0,24.0,80.0,0.0
201732,2017-08-12,2017-08-17,lab,sick kids'hospital - toronto,39,0,0,0,0,0,39,0,39.0,1.0,0.0,0.0,1.0,0.0,39.0,4.0,39.0,0.0,39.0,12.0,39.0,0.0
201732,2017-08-12,2017-08-17,lab,sunnybrook & women's college hsc,26,0,0,0,0,0,26,0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,26.0,11.0,26.0,0.0
201732,2017-08-12,2017-08-17,lab,sault ste. marie p.h.l.,2,0,0,0,0,0,2,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
201732,2017-08-12,2017-08-17,lab,timmins p.h.l.,8,0,0,0,0,0,7,0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,6.0,3.0,4.0,0.0
201732,2017-08-12,2017-08-17,lab,st. joseph's - london,8,0,0,0,0,0,8,0,8.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,8.0,0.0,8.0,3.0,8.0,0.0
201732,2017-08-12,2017-08-17,lab,london p.h.l.,13,0,0,0,0,0,13,0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,11.0,1.0,10.0,0.0
201732,2017-08-12,2017-08-17,lab,orillia p.h.l.,5,0,0,0,0,0,5,0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,2.0,5.0,0.0
201732,2017-08-12,2017-08-17,lab,thunder bay p.h.l.,7,0,0,0,0,0,7,0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,6.0,6.0,6.0,0.0
201732,2017-08-12,2017-08-17,lab,sudbury p.h.l.,5,0,0,0,0,0,5,0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0
201732,2017-08-12,2017-08-17,lab,hamilton p.h.l.,27,0,0,0,0,1,26,0,26.0,0.0,0.0,0.0,3.0,0.0,26.0,0.0,22.0,0.0,12.0,4.0,8.0,0.0
201732,2017-08-12,2017-08-17,lab,peterborough p.h.l.,25,0,0,0,0,0,24,0,24.0,1.0,0.0,4.0,0.0,0.0,24.0,0.0,22.0,0.0,12.0,2.0,10.0,0.0
201732,2017-08-12,2017-08-17,region,on,492,0,4,0,4,2,483,3,371.0,3.0,1.0,4.0,4.0,0.0,365.0,6.0,354.0,0.0,253.0,78.0,235.0,0.0
201732,2017-08-12,2017-08-17,lab,mb,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201732,2017-08-12,2017-08-17,lab,regina,87,0,0,0,0,0,87,0,87.0,1.0,1.0,0.0,0.0,0.0,87.0,3.0,87.0,0.0,87.0,19.0,87.0,0.0
201732,2017-08-12,2017-08-17,region,atlantic,43,0,0,1,1,0,43,0,43.0,1.0,0.0,0.0,0.0,0.0,43.0,0.0,43.0,1.0,43.0,14.0,0.0,0.0
201732,2017-08-12,2017-08-17,lab,sk,130,0,0,1,1,0,130,0,130.0,2.0,1.0,0.0,0.0,0.0,130.0,3.0,130.0,1.0,130.0,33.0,87.0,0.0
201732,2017-08-12,2017-08-17,lab,ab,255,1,4,1,6,0,247,0,247.0,1.0,3.0,2.0,3.0,0.0,247.0,2.0,247.0,3.0,247.0,71.0,247.0,2.0
201732,2017-08-12,2017-08-17,region,prairies,385,1,4,2,7,0,377,0,377.0,3.0,4.0,2.0,3.0,0.0,377.0,5.0,377.0,4.0,377.0,104.0,334.0,2.0
201732,2017-08-12,2017-08-17,region,bc,131,0,0,0,0,1,131,0,94.0,1.0,0.0,0.0,0.0,0.0,94.0,0.0,94.0,3.0,83.0,16.0,83.0,1.0
201732,2017-08-12,2017-08-17,lab,yk,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
201732,2017-08-12,2017-08-17,lab,nt,5,0,0,0,0,0,5,0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,3.0,5.0,0.0
201732,2017-08-12,2017-08-17,lab,nu,7,0,0,0,0,1,7,1,7.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,7.0,0.0,2.0,0.0,2.0,1.0
201732,2017-08-12,2017-08-17,region,territories,12,0,0,0,0,1,12,1,12.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,12.0,0.0,7.0,3.0,7.0,1.0
201732,2017-08-12,2017-08-17,nation,ca,1536,1,8,5,14,4,1514,6,1289.0,12.0,5.0,11.0,8.0,0.0,1289.0,23.0,1262.0,7.0,765.0,205.0,1063.0,7.0
201731,2017-08-05,2017-08-10,lab,nl,13,0,0,0,0,0,13,0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,13.0,1.0,,
201731,2017-08-05,2017-08-10,lab,pe,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201731,2017-08-05,2017-08-10,lab,ns,22,0,0,0,0,0,22,0,12.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0
201731,2017-08-05,2017-08-10,lab,nb,20,0,0,2,2,0,20,0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,13.0,0.0,13.0,2.0,13.0,0.0
201731,2017-08-05,2017-08-10,region,atlantic,55,0,0,2,2,0,55,0,38.0,2.0,0.0,0.0,0.0,0.0,38.0,1.0,38.0,0.0,38.0,3.0,25.0,0.0
201731,2017-08-05,2017-08-10,lab,région nord-est,5,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201731,2017-08-05,2017-08-10,lab,québec-chaudière-appalaches,35,0,0,0,0,1,54,1,51.0,0.0,1.0,1.0,0.0,0.0,53.0,1.0,50.0,0.0,,,50.0,0.0
201731,2017-08-05,2017-08-10,lab,centre-du-québec,4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201731,2017-08-05,2017-08-10,lab,montréal-laval,355,0,0,3,3,3,367,1,329.0,2.0,0.0,2.0,2.0,0.0,342.0,13.0,316.0,1.0,,,316.0,0.0
201731,2017-08-05,2017-08-10,lab,ouest du québec,9,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201731,2017-08-05,2017-08-10,lab,montérégie,3,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
201731,2017-08-05,2017-08-10,region,qc,411,0,0,3,3,4,438,3,380.0,2.0,1.0,3.0,2.0,0.0,395.0,14.0,366.0,1.0,,,366.0,0.0
201731,2017-08-05,2017-08-10,lab,ottawa p.h.l.,14,0,0,0,0,0,12,0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,11.0,6.0,11.0,3.0
201731,2017-08-05,2017-08-10,lab,cheo/hee0 - ottawa,103,0,0,0,0,0,103,0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,30.0,8.0,30.0,0.0
201731,2017-08-05,2017-08-10,lab,kingston p.h.l.,9,0,0,0,0,0,9,0,9.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,9.0,0.0,4.0,1.0,4.0,0.0
201731,2017-08-05,2017-08-10,lab,uhn / mount sinai hospital,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201731,2017-08-05,2017-08-10,lab,p.h.o.l. - toronto,175,3,1,0,4,0,171,0,171.0,1.0,0.0,1.0,1.0,0.0,171.0,4.0,163.0,0.0,80.0,12.0,71.0,1.0
201731,2017-08-05,2017-08-10,lab,sick kids'hospital - toronto,51,0,0,0,0,0,51,0,51.0,0.0,0.0,0.0,2.0,0.0,51.0,1.0,51.0,2.0,51.0,13.0,51.0,0.0
