epiweek,time_value,issue,geo_type,geo_value,flu_tests,fluah1pdm09_positive_tests,fluah3_positive_tests,fluauns_positive_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,hpiv1_positive_tests,hpiv2_positive_tests,hpiv3_positive_tests,hpiv4_positive_tests,hpivother_positive_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,evrv_tests,evrv_positive_tests,hcov_tests,hcov_positive_tests,fluah1n1pdm09_positive_tests
202134,2021-08-28,2021-09-02,lab,nl,552.0,0.0,0.0,0.0,0.0,0.0,552.0,2.0,552.0,0.0,0.0,0.0,0.0,4.0,552.0,1.0,552.0,0.0,162.0,19.0,,,
202134,2021-08-28,2021-09-02,lab,pe,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,0.0,2.0,0.0,0.0,45.0,1.0,45.0,0.0,45.0,18.0,45.0,0.0,
202134,2021-08-28,2021-09-02,lab,ns,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,42.0,0.0,0.0,2.0,0.0,0.0,42.0,1.0,42.0,0.0,42.0,2.0,42.0,0.0,
202134,2021-08-28,2021-09-02,lab,nb,118.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,95.0,0.0,95.0,2.0,95.0,0.0,
202134,2021-08-28,2021-09-02,region,atlantic,761.0,0.0,0.0,0.0,0.0,0.0,756.0,2.0,734.0,0.0,0.0,4.0,0.0,4.0,734.0,3.0,734.0,0.0,344.0,41.0,182.0,0.0,
202134,2021-08-28,2021-09-02,lab,région nord-est,464.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
202134,2021-08-28,2021-09-02,lab,québec-chaudière-appalaches,35.0,0.0,0.0,0.0,0.0,0.0,44.0,4.0,35.0,0.0,0.0,1.0,0.0,0.0,35.0,1.0,35.0,0.0,,,35.0,0.0,
202134,2021-08-28,2021-09-02,lab,centre-du-québec,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,,,5.0,0.0,
202134,2021-08-28,2021-09-02,lab,montréal-laval,539.0,0.0,0.0,2.0,2.0,0.0,539.0,170.0,132.0,0.0,0.0,5.0,0.0,0.0,132.0,4.0,132.0,2.0,,,132.0,1.0,
202134,2021-08-28,2021-09-02,lab,ouest du québec,22.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
202134,2021-08-28,2021-09-02,lab,montérégie,23.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
202134,2021-08-28,2021-09-02,region,qc,1086.0,0.0,0.0,2.0,2.0,0.0,672.0,189.0,172.0,0.0,0.0,6.0,0.0,0.0,172.0,6.0,172.0,2.0,,,172.0,1.0,
202134,2021-08-28,2021-09-02,lab,p.h.o.l. - ottawa,280.0,0.0,0.0,0.0,0.0,0.0,280.0,14.0,280.0,0.0,0.0,0.0,0.0,74.0,280.0,8.0,280.0,0.0,280.0,117.0,280.0,10.0,
202134,2021-08-28,2021-09-02,lab,cheo - ottawa,57.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,22.0,4.0,22.0,1.0,
202134,2021-08-28,2021-09-02,lab,p.h.o.l. - kingston,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,6.0,32.0,1.0,32.0,0.0,32.0,11.0,32.0,0.0,
202134,2021-08-28,2021-09-02,lab,uhn / mount sinai hospital,352.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,
202134,2021-08-28,2021-09-02,lab,p.h.o.l. - toronto,164.0,0.0,1.0,0.0,1.0,0.0,163.0,0.0,163.0,0.0,0.0,0.0,0.0,5.0,163.0,2.0,163.0,0.0,163.0,44.0,163.0,0.0,
202134,2021-08-28,2021-09-02,lab,sick kids hospital - toronto,,,,,,,,,,,,,,,,,,,,,,,
202134,2021-08-28,2021-09-02,lab,sunnybrook & women's college hsc,,,,,,,,,,,,,,,,,,,,,,,
202134,2021-08-28,2021-09-02,lab,p.h.o.l. - sault ste. marie,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,1.0,6.0,0.0,
202134,2021-08-28,2021-09-02,lab,p.h.o.l. - timmins,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,
202134,2021-08-28,2021-09-02,lab,st. joseph's - london,,,,,,,,,,,,,,,,,,,,,,,
202134,2021-08-28,2021-09-02,lab,p.h.o.l. - london,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,46.0,0.0,46.0,4.0,46.0,0.0,
202134,2021-08-28,2021-09-02,lab,p.h.o.l. - orillia,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0,6.0,5.0,6.0,0.0,
202134,2021-08-28,2021-09-02,lab,p.h.o.l. - thunder bay,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,6.0,7.0,0.0,
202134,2021-08-28,2021-09-02,lab,p.h.o.l. - sudbury,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,
202134,2021-08-28,2021-09-02,lab,p.h.o.l. - hamilton,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,15.0,0.0,15.0,3.0,15.0,0.0,
202134,2021-08-28,2021-09-02,lab,p.h.o.l. - peterborough,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,13.0,2.0,13.0,0.0,
202134,2021-08-28,2021-09-02,lab,st. joseph's - hamilton,211.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,211.0,0.0,0.0,14.0,0.0,0.0,211.0,0.0,211.0,0.0,211.0,37.0,0.0,0.0,
202134,2021-08-28,2021-09-02,region,on,1198.0,0.0,1.0,0.0,1.0,0.0,1197.0,15.0,820.0,0.0,0.0,14.0,0.0,88.0,820.0,11.0,820.0,0.0,820.0,234.0,609.0,11.0,
202134,2021-08-28,2021-09-02,lab,province of manitoba,1169.0,0.0,0.0,0.0,0.0,0.0,1169.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,76.0,0.0,24.0,10.0,76.0,0.0,
202134,2021-08-28,2021-09-02,lab,province of saskatchewan,132.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,54.0,0.0,54.0,12.0,54.0,0.0,
202134,2021-08-28,2021-09-02,lab,province of alberta,1339.0,0.0,0.0,0.0,0.0,0.0,489.0,0.0,489.0,0.0,0.0,9.0,0.0,0.0,489.0,1.0,489.0,0.0,489.0,96.0,489.0,2.0,
202134,2021-08-28,2021-09-02,region,prairies,2640.0,0.0,0.0,0.0,0.0,0.0,1790.0,0.0,567.0,0.0,0.0,9.0,0.0,0.0,567.0,1.0,619.0,0.0,567.0,118.0,619.0,2.0,
202134,2021-08-28,2021-09-02,region,bc,806.0,0.0,0.0,0.0,0.0,0.0,803.0,3.0,280.0,0.0,0.0,2.0,0.0,0.0,280.0,1.0,280.0,0.0,271.0,60.0,270.0,0.0,
202134,2021-08-28,2021-09-02,lab,yk,175.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,,,,,,,,,,,,,,,
202134,2021-08-28,2021-09-02,lab,nt,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,
202134,2021-08-28,2021-09-02,lab,nu,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,4.0,1.0,0.0,
202134,2021-08-28,2021-09-02,region,territories,186.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,4.0,5.0,0.0,
202134,2021-08-28,2021-09-02,nation,ca,6677.0,0.0,1.0,2.0,3.0,0.0,5403.0,209.0,2583.0,0.0,0.0,35.0,0.0,92.0,2583.0,22.0,2635.0,2.0,2012.0,457.0,1857.0,14.0,
202133,2021-08-21,2021-08-26,lab,nl,441.0,0.0,0.0,0.0,0.0,0.0,441.0,2.0,441.0,0.0,0.0,1.0,0.0,3.0,441.0,0.0,441.0,0.0,166.0,13.0,,,
202133,2021-08-21,2021-08-26,lab,pe,42.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0,2.0,0.0,0.0,42.0,0.0,42.0,0.0,42.0,23.0,42.0,0.0,
202133,2021-08-21,2021-08-26,lab,ns,51.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,42.0,0.0,0.0,2.0,0.0,0.0,42.0,0.0,42.0,0.0,42.0,4.0,42.0,0.0,
202133,2021-08-21,2021-08-26,lab,nb,42.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0,1.0,0.0,0.0,42.0,0.0,42.0,0.0,42.0,2.0,42.0,0.0,
202133,2021-08-21,2021-08-26,region,atlantic,576.0,0.0,0.0,0.0,0.0,0.0,576.0,2.0,567.0,0.0,0.0,6.0,0.0,3.0,567.0,0.0,567.0,0.0,292.0,42.0,126.0,0.0,
202133,2021-08-21,2021-08-26,lab,région nord-est,426.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
202133,2021-08-21,2021-08-26,lab,québec-chaudière-appalaches,51.0,0.0,0.0,0.0,0.0,0.0,58.0,3.0,51.0,0.0,0.0,5.0,0.0,0.0,51.0,2.0,51.0,0.0,,,51.0,0.0,
202133,2021-08-21,2021-08-26,lab,centre-du-québec,9.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,18.0,0.0,0.0,4.0,0.0,0.0,18.0,0.0,18.0,0.0,,,18.0,0.0,
202133,2021-08-21,2021-08-26,lab,montréal-laval,488.0,0.0,0.0,0.0,0.0,0.0,483.0,136.0,131.0,5.0,0.0,7.0,0.0,0.0,131.0,5.0,131.0,3.0,,,131.0,3.0,
202133,2021-08-21,2021-08-26,lab,ouest du québec,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
202133,2021-08-21,2021-08-26,lab,montérégie,5.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
202133,2021-08-21,2021-08-26,region,qc,996.0,0.0,0.0,0.0,0.0,0.0,601.0,147.0,200.0,5.0,0.0,16.0,0.0,0.0,200.0,7.0,200.0,3.0,,,200.0,3.0,
202133,2021-08-21,2021-08-26,lab,p.h.o.l. - ottawa,54.0,0.0,0.0,0.0,0.0,0.0,54.0,3.0,54.0,0.0,0.0,0.0,0.0,15.0,54.0,4.0,54.0,0.0,54.0,21.0,54.0,2.0,
202133,2021-08-21,2021-08-26,lab,cheo - ottawa,82.0,0.0,0.0,0.0,0.0,0.0,82.0,1.0,22.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,22.0,0.0,22.0,5.0,22.0,0.0,
202133,2021-08-21,2021-08-26,lab,p.h.o.l. - kingston,28.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,9.0,28.0,0.0,28.0,0.0,28.0,11.0,28.0,0.0,
202133,2021-08-21,2021-08-26,lab,uhn / mount sinai hospital,349.0,0.0,0.0,0.0,0.0,0.0,349.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,
202133,2021-08-21,2021-08-26,lab,p.h.o.l. - toronto,122.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,122.0,0.0,0.0,0.0,0.0,1.0,122.0,0.0,121.0,0.0,122.0,34.0,121.0,4.0,
202133,2021-08-21,2021-08-26,lab,sick kids hospital - toronto,,,,,,,,,,,,,,,,,,,,,,,
202133,2021-08-21,2021-08-26,lab,sunnybrook & women's college hsc,,,,,,,,,,,,,,,,,,,,,,,
202133,2021-08-21,2021-08-26,lab,p.h.o.l. - sault ste. marie,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,2.0,10.0,0.0,
202133,2021-08-21,2021-08-26,lab,p.h.o.l. - timmins,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,
202133,2021-08-21,2021-08-26,lab,st. joseph's - london,,,,,,,,,,,,,,,,,,,,,,,
202133,2021-08-21,2021-08-26,lab,p.h.o.l. - london,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,29.0,4.0,29.0,0.0,
202133,2021-08-21,2021-08-26,lab,p.h.o.l. - orillia,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,3.0,4.0,0.0,
202133,2021-08-21,2021-08-26,lab,p.h.o.l. - thunder bay,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,1.0,5.0,0.0,
202133,2021-08-21,2021-08-26,lab,p.h.o.l. - sudbury,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,1.0,9.0,0.0,
202133,2021-08-21,2021-08-26,lab,p.h.o.l. - hamilton,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,7.0,15.0,0.0,
202133,2021-08-21,2021-08-26,lab,p.h.o.l. - peterborough,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,
202133,2021-08-21,2021-08-26,lab,st. joseph's - hamilton,202.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,202.0,0.0,0.0,16.0,0.0,0.0,202.0,0.0,202.0,0.0,202.0,43.0,0.0,0.0,
202133,2021-08-21,2021-08-26,region,on,919.0,0.0,0.0,0.0,0.0,0.0,919.0,4.0,525.0,0.0,0.0,17.0,0.0,25.0,525.0,4.0,524.0,0.0,525.0,132.0,322.0,6.0,
202133,2021-08-21,2021-08-26,lab,province of manitoba,1151.0,0.0,0.0,0.0,0.0,0.0,1151.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,66.0,0.0,20.0,9.0,66.0,1.0,
202133,2021-08-21,2021-08-26,lab,province of saskatchewan,48.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,41.0,0.0,41.0,14.0,41.0,0.0,
202133,2021-08-21,2021-08-26,lab,province of alberta,1155.0,0.0,0.0,1.0,1.0,1.0,450.0,0.0,450.0,0.0,0.0,2.0,0.0,0.0,450.0,2.0,450.0,0.0,450.0,93.0,450.0,0.0,
202133,2021-08-21,2021-08-26,region,prairies,2354.0,0.0,0.0,1.0,1.0,2.0,1649.0,0.0,511.0,0.0,0.0,2.0,0.0,0.0,511.0,4.0,557.0,0.0,511.0,116.0,557.0,1.0,
202133,2021-08-21,2021-08-26,region,bc,769.0,0.0,0.0,0.0,0.0,0.0,769.0,1.0,291.0,0.0,0.0,1.0,0.0,0.0,291.0,3.0,291.0,0.0,285.0,42.0,284.0,0.0,
202133,2021-08-21,2021-08-26,lab,yk,123.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,,,,,,,,,,,,,,,
202133,2021-08-21,2021-08-26,lab,nt,9.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,3.0,8.0,0.0,
202133,2021-08-21,2021-08-26,lab,nu,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
202133,2021-08-21,2021-08-26,region,territories,134.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,3.0,8.0,0.0,
202133,2021-08-21,2021-08-26,nation,ca,5748.0,0.0,0.0,1.0,1.0,2.0,4646.0,154.0,2103.0,5.0,0.0,42.0,0.0,28.0,2103.0,18.0,2148.0,3.0,1622.0,335.0,1497.0,10.0,
202132,2021-08-14,2021-08-20,lab,nl,366.0,0.0,0.0,0.0,0.0,0.0,366.0,3.0,366.0,0.0,0.0,1.0,0.0,1.0,241.0,0.0,366.0,0.0,241.0,22.0,,,
202132,2021-08-14,2021-08-20,lab,pe,45.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,45.0,0.0,45.0,16.0,45.0,0.0,
202132,2021-08-14,2021-08-20,lab,ns,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,30.0,1.0,30.0,0.0,
202132,2021-08-14,2021-08-20,lab,nb,120.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,92.0,0.0,0.0,1.0,0.0,0.0,92.0,0.0,92.0,0.0,92.0,3.0,92.0,1.0,
202132,2021-08-14,2021-08-20,region,atlantic,564.0,0.0,0.0,0.0,0.0,0.0,555.0,4.0,533.0,0.0,0.0,2.0,0.0,1.0,408.0,1.0,533.0,0.0,408.0,42.0,167.0,1.0,
202132,2021-08-14,2021-08-20,lab,région nord-est,397.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
202132,2021-08-14,2021-08-20,lab,québec-chaudière-appalaches,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,21.0,1.0,21.0,0.0,,,21.0,0.0,
202132,2021-08-14,2021-08-20,lab,centre-du-québec,18.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,23.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,23.0,0.0,,,23.0,0.0,
202132,2021-08-14,2021-08-20,lab,montréal-laval,411.0,0.0,0.0,0.0,0.0,0.0,411.0,75.0,129.0,0.0,0.0,6.0,0.0,0.0,129.0,7.0,129.0,1.0,,,129.0,2.0,
202132,2021-08-14,2021-08-20,lab,ouest du québec,13.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
202132,2021-08-14,2021-08-20,lab,montérégie,7.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
202132,2021-08-14,2021-08-20,region,qc,870.0,0.0,0.0,0.0,0.0,0.0,505.0,80.0,173.0,0.0,0.0,9.0,0.0,0.0,173.0,9.0,173.0,1.0,,,173.0,2.0,
202132,2021-08-14,2021-08-20,lab,p.h.o.l. - ottawa,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,5.0,16.0,0.0,
202132,2021-08-14,2021-08-20,lab,cheo - ottawa,60.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,27.0,0.0,0.0,1.0,0.0,0.0,27.0,1.0,27.0,0.0,27.0,8.0,27.0,0.0,
202132,2021-08-14,2021-08-20,lab,p.h.o.l. - kingston,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,7.0,25.0,0.0,24.0,0.0,25.0,13.0,24.0,0.0,
202132,2021-08-14,2021-08-20,lab,uhn / mount sinai hospital,348.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,
202132,2021-08-14,2021-08-20,lab,p.h.o.l. - toronto,181.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,181.0,0.0,0.0,0.0,0.0,2.0,181.0,1.0,179.0,0.0,181.0,39.0,179.0,0.0,
202132,2021-08-14,2021-08-20,lab,sick kids hospital - toronto,,,,,,,,,,,,,,,,,,,,,,,
202132,2021-08-14,2021-08-20,lab,sunnybrook & women's college hsc,,,,,,,,,,,,,,,,,,,,,,,
202132,2021-08-14,2021-08-20,lab,p.h.o.l. - sault ste. marie,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,0.0,
202132,2021-08-14,2021-08-20,lab,p.h.o.l. - timmins,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,
202132,2021-08-14,2021-08-20,lab,st. joseph's - london,,,,,,,,,,,,,,,,,,,,,,,
202132,2021-08-14,2021-08-20,lab,p.h.o.l. - london,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,30.0,2.0,30.0,0.0,
202132,2021-08-14,2021-08-20,lab,p.h.o.l. - orillia,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,
202132,2021-08-14,2021-08-20,lab,p.h.o.l. - thunder bay,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,4.0,5.0,0.0,
202132,2021-08-14,2021-08-20,lab,p.h.o.l. - sudbury,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,
202132,2021-08-14,2021-08-20,lab,p.h.o.l. - hamilton,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,23.0,2.0,23.0,0.0,23.0,11.0,23.0,0.0,
202132,2021-08-14,2021-08-20,lab,p.h.o.l. - peterborough,10.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,
202132,2021-08-14,2021-08-20,lab,st. joseph's - hamilton,218.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,218.0,0.0,0.0,9.0,0.0,0.0,218.0,0.0,218.0,0.0,218.0,37.0,0.0,0.0,
202132,2021-08-14,2021-08-20,region,on,937.0,0.0,0.0,0.0,0.0,0.0,937.0,2.0,578.0,0.0,0.0,10.0,0.0,11.0,578.0,4.0,575.0,0.0,578.0,121.0,357.0,0.0,
202132,2021-08-14,2021-08-20,lab,province of manitoba,1086.0,0.0,0.0,0.0,0.0,0.0,1086.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,83.0,0.0,29.0,3.0,83.0,0.0,
202132,2021-08-14,2021-08-20,lab,province of saskatchewan,70.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,76.0,0.0,0.0,0.0,1.0,0.0,76.0,0.0,76.0,0.0,76.0,20.0,76.0,1.0,
202132,2021-08-14,2021-08-20,lab,province of alberta,,,,,,,,,,,,,,,,,,,,,,,
202132,2021-08-14,2021-08-20,region,prairies,1156.0,0.0,0.0,0.0,0.0,0.0,1156.0,1.0,105.0,0.0,0.0,0.0,1.0,0.0,105.0,0.0,159.0,0.0,105.0,23.0,159.0,1.0,
202132,2021-08-14,2021-08-20,region,bc,606.0,0.0,0.0,0.0,0.0,0.0,606.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,205.0,0.0,202.0,36.0,202.0,0.0,
202132,2021-08-14,2021-08-20,lab,yk,124.0,0.0,0.0,0.0,0.0,0.0,124.0,1.0,,,,,,,,,,,,,,,
202132,2021-08-14,2021-08-20,lab,nt,,,,,,,,,,,,,,,,,,,,,,,
202132,2021-08-14,2021-08-20,lab,nu,,,,,,,,,,,,,,,,,,,,,,,
202132,2021-08-14,2021-08-20,region,territories,124.0,0.0,0.0,0.0,0.0,0.0,124.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
202132,2021-08-14,2021-08-20,nation,ca,4257.0,0.0,0.0,0.0,0.0,0.0,3883.0,88.0,1594.0,0.0,0.0,21.0,1.0,12.0,1469.0,14.0,1645.0,1.0,1293.0,222.0,1058.0,4.0,
202131,2021-08-07,2021-08-12,lab,nl,138.0,0.0,0.0,0.0,0.0,0.0,138.0,1.0,138.0,0.0,0.0,1.0,0.0,0.0,138.0,0.0,138.0,0.0,138.0,6.0,,,
202131,2021-08-07,2021-08-12,lab,pe,39.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,39.0,0.0,38.0,13.0,38.0,0.0,
202131,2021-08-07,2021-08-12,lab,ns,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,
202131,2021-08-07,2021-08-12,lab,nb,88.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,66.0,0.0,66.0,1.0,66.0,0.0,
202131,2021-08-07,2021-08-12,region,atlantic,310.0,0.0,0.0,0.0,0.0,0.0,302.0,1.0,271.0,0.0,0.0,1.0,0.0,0.0,271.0,3.0,271.0,0.0,270.0,20.0,132.0,0.0,
202131,2021-08-07,2021-08-12,lab,région nord-est,381.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
