epiweek,time_value,issue,geo_type,geo_value,sarscov2_tests,sarscov2_positive_tests,flu_tests,fluah1n1pdm09_positive_tests,fluah3_positive_tests,fluauns_positive_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,hpiv1_positive_tests,hpiv2_positive_tests,hpiv3_positive_tests,hpiv4_positive_tests,hpivother_positive_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,evrv_tests,evrv_positive_tests,hcov_tests,hcov_positive_tests
202334,2023-08-26,2023-08-31,lab,nl,377.0,47.0,217.0,0.0,0.0,0.0,0.0,0.0,217.0,1.0,217.0,0.0,0.0,0.0,3.0,0.0,217.0,5.0,217.0,0.0,217.0,39.0,217.0,2.0
202334,2023-08-26,2023-08-31,lab,pe,116.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,1.0,5.0,0.0
202334,2023-08-26,2023-08-31,lab,ns,816.0,141.0,353.0,0.0,0.0,0.0,0.0,0.0,353.0,2.0,32.0,1.0,0.0,0.0,3.0,0.0,32.0,0.0,32.0,0.0,32.0,6.0,32.0,1.0
202334,2023-08-26,2023-08-31,lab,nb,516.0,53.0,324.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,42.0,0.0,0.0,1.0,0.0,0.0,42.0,2.0,42.0,0.0,42.0,6.0,42.0,1.0
202334,2023-08-26,2023-08-31,region,atlantic,1825.0,254.0,905.0,0.0,0.0,0.0,0.0,0.0,893.0,3.0,296.0,1.0,0.0,1.0,6.0,0.0,296.0,7.0,296.0,0.0,296.0,52.0,296.0,4.0
202334,2023-08-26,2023-08-31,lab,région nord est,1158.0,178.0,917.0,0.0,0.0,1.0,1.0,0.0,184.0,1.0,67.0,2.0,1.0,1.0,3.0,0.0,67.0,5.0,66.0,1.0,,,67.0,0.0
202334,2023-08-26,2023-08-31,lab,québec chaudière appalaches,1621.0,252.0,424.0,0.0,0.0,1.0,1.0,0.0,424.0,5.0,186.0,1.0,0.0,0.0,0.0,0.0,204.0,7.0,186.0,1.0,,,186.0,1.0
202334,2023-08-26,2023-08-31,lab,centre du québec,1250.0,206.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,6.0,36.0,1.0,0.0,0.0,1.0,0.0,36.0,2.0,36.0,0.0,,,36.0,0.0
202334,2023-08-26,2023-08-31,lab,montréal laval,2491.0,337.0,1046.0,0.0,0.0,5.0,5.0,2.0,988.0,12.0,581.0,0.0,2.0,3.0,6.0,0.0,581.0,8.0,581.0,8.0,,,581.0,0.0
202334,2023-08-26,2023-08-31,lab,ouest du québec,1050.0,170.0,254.0,0.0,0.0,4.0,4.0,1.0,254.0,1.0,20.0,1.0,1.0,1.0,2.0,0.0,20.0,1.0,20.0,1.0,,,20.0,1.0
202334,2023-08-26,2023-08-31,lab,montérégie,1010.0,140.0,536.0,0.0,0.0,1.0,1.0,0.0,535.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,,,8.0,0.0
202334,2023-08-26,2023-08-31,region,qc,8580.0,1283.0,3377.0,0.0,0.0,12.0,12.0,3.0,2585.0,30.0,898.0,5.0,4.0,5.0,12.0,0.0,916.0,23.0,897.0,11.0,,,898.0,2.0
202334,2023-08-26,2023-08-31,lab,phol ottawa,337.0,125.0,194.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,89.0,0.0,0.0,0.0,0.0,2.0,89.0,0.0,89.0,1.0,89.0,9.0,89.0,1.0
202334,2023-08-26,2023-08-31,lab,eorla,1263.0,104.0,271.0,0.0,0.0,2.0,2.0,0.0,271.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,7.0,25.0,0.0
202334,2023-08-26,2023-08-31,lab,phol kingston,307.0,96.0,81.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,53.0,0.0,0.0,0.0,0.0,2.0,53.0,0.0,53.0,0.0,53.0,12.0,53.0,0.0
202334,2023-08-26,2023-08-31,lab,uhn mount sinai hospital,527.0,32.0,495.0,0.0,1.0,2.0,3.0,0.0,495.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,1.0
202334,2023-08-26,2023-08-31,lab,phol toronto,367.0,78.0,744.0,11.0,3.0,0.0,13.0,0.0,744.0,3.0,689.0,0.0,0.0,0.0,0.0,40.0,690.0,9.0,689.0,1.0,689.0,140.0,689.0,1.0
202334,2023-08-26,2023-08-31,lab,sick kids hospital toronto,,,,,,,,,,,,,,,,,,,,,,,,
202334,2023-08-26,2023-08-31,lab,shared hospital laboratory,691.0,42.0,691.0,2.0,0.0,1.0,3.0,0.0,691.0,5.0,694.0,0.0,0.0,0.0,0.0,7.0,694.0,5.0,698.0,1.0,697.0,51.0,698.0,0.0
202334,2023-08-26,2023-08-31,lab,phol sault ste marie,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0
202334,2023-08-26,2023-08-31,lab,phol timmins,21.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,7.0,0.0,7.0,0.0
202334,2023-08-26,2023-08-31,lab,st josephs london,517.0,44.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0
202334,2023-08-26,2023-08-31,lab,phol london,223.0,32.0,153.0,1.0,0.0,0.0,1.0,0.0,153.0,0.0,136.0,0.0,0.0,0.0,0.0,10.0,136.0,0.0,136.0,0.0,136.0,32.0,136.0,0.0
202334,2023-08-26,2023-08-31,lab,phol orillia,41.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,17.0,0.0,17.0,4.0,17.0,0.0
202334,2023-08-26,2023-08-31,lab,phol thunder bay,30.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,1.0,9.0,0.0
202334,2023-08-26,2023-08-31,lab,phol sudbury,17.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,18.0,4.0,18.0,0.0
202334,2023-08-26,2023-08-31,lab,phol hamilton,204.0,55.0,117.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,98.0,1.0,98.0,0.0,98.0,9.0,98.0,0.0
202334,2023-08-26,2023-08-31,lab,phol peterborough,24.0,4.0,23.0,1.0,0.0,0.0,1.0,0.0,23.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,16.0,0.0,16.0,2.0,16.0,0.0
202334,2023-08-26,2023-08-31,lab,st josephs hamilton,1273.0,94.0,1041.0,0.0,0.0,3.0,3.0,1.0,1041.0,3.0,1041.0,0.0,0.0,1.0,0.0,0.0,1041.0,8.0,1041.0,1.0,1041.0,53.0,0.0,0.0
202334,2023-08-26,2023-08-31,lab,sault area hospital,52.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,42.0,8.0,52.0,0.0
202334,2023-08-26,2023-08-31,region,on,5896.0,738.0,3949.0,15.0,4.0,8.0,26.0,1.0,3949.0,19.0,2981.0,0.0,0.0,1.0,0.0,62.0,2982.0,30.0,2985.0,4.0,2984.0,332.0,1954.0,3.0
202334,2023-08-26,2023-08-31,lab,mb,987.0,138.0,858.0,0.0,0.0,1.0,1.0,0.0,858.0,3.0,66.0,1.0,2.0,0.0,0.0,0.0,66.0,4.0,92.0,0.0,66.0,22.0,92.0,0.0
202334,2023-08-26,2023-08-31,lab,sk,1024.0,76.0,474.0,0.0,0.0,0.0,0.0,1.0,462.0,1.0,218.0,0.0,2.0,0.0,0.0,0.0,218.0,5.0,218.0,0.0,218.0,28.0,218.0,5.0
202334,2023-08-26,2023-08-31,lab,ab,2805.0,256.0,1897.0,4.0,0.0,0.0,4.0,1.0,1797.0,5.0,552.0,1.0,2.0,1.0,0.0,0.0,552.0,9.0,49.0,0.0,546.0,67.0,552.0,7.0
202334,2023-08-26,2023-08-31,region,prairies,4816.0,470.0,3229.0,4.0,0.0,1.0,5.0,2.0,3117.0,9.0,836.0,2.0,6.0,1.0,0.0,0.0,836.0,18.0,359.0,0.0,830.0,117.0,862.0,12.0
202334,2023-08-26,2023-08-31,region,bc,2163.0,378.0,1706.0,1.0,0.0,0.0,23.0,0.0,1706.0,1.0,469.0,6.0,2.0,0.0,4.0,0.0,469.0,13.0,469.0,0.0,437.0,69.0,437.0,5.0
202334,2023-08-26,2023-08-31,lab,yt,39.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,,,,,,,,,,,,,,
202334,2023-08-26,2023-08-31,lab,nt,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
202334,2023-08-26,2023-08-31,lab,nu,62.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,,,,,,,,,,,,,,
202334,2023-08-26,2023-08-31,region,territories,101.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,,,,,,,,,,,0.0,0.0,,
202334,2023-08-26,2023-08-31,nation,ca,23381.0,3133.0,13226.0,20.0,4.0,21.0,66.0,6.0,12310.0,63.0,5480.0,14.0,12.0,8.0,22.0,62.0,5499.0,91.0,5006.0,15.0,4547.0,570.0,4447.0,26.0
202333,2023-08-19,2023-08-24,lab,nl,306.0,42.0,213.0,0.0,0.0,0.0,0.0,0.0,213.0,4.0,213.0,1.0,0.0,0.0,5.0,0.0,213.0,5.0,213.0,0.0,213.0,60.0,213.0,2.0
202333,2023-08-19,2023-08-24,lab,pe,109.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0
202333,2023-08-19,2023-08-24,lab,ns,767.0,114.0,364.0,0.0,0.0,11.0,11.0,0.0,364.0,2.0,21.0,1.0,0.0,0.0,0.0,0.0,21.0,1.0,21.0,0.0,21.0,6.0,21.0,0.0
202333,2023-08-19,2023-08-24,lab,nb,534.0,36.0,317.0,0.0,0.0,1.0,1.0,0.0,305.0,0.0,47.0,0.0,1.0,0.0,0.0,0.0,47.0,1.0,47.0,0.0,47.0,8.0,47.0,0.0
202333,2023-08-19,2023-08-24,region,atlantic,1716.0,202.0,901.0,0.0,0.0,12.0,12.0,0.0,889.0,6.0,286.0,2.0,1.0,0.0,5.0,0.0,286.0,7.0,286.0,0.0,286.0,74.0,286.0,2.0
202333,2023-08-19,2023-08-24,lab,région nord est,1089.0,148.0,906.0,0.0,0.0,1.0,1.0,0.0,150.0,0.0,39.0,0.0,2.0,0.0,1.0,0.0,39.0,3.0,39.0,0.0,,,39.0,0.0
202333,2023-08-19,2023-08-24,lab,québec chaudière appalaches,1650.0,219.0,351.0,0.0,0.0,0.0,0.0,0.0,351.0,4.0,152.0,1.0,0.0,0.0,1.0,0.0,167.0,3.0,152.0,1.0,,,152.0,1.0
202333,2023-08-19,2023-08-24,lab,centre du québec,1091.0,136.0,174.0,0.0,0.0,1.0,1.0,0.0,174.0,2.0,42.0,0.0,0.0,1.0,0.0,0.0,42.0,1.0,42.0,0.0,,,42.0,0.0
202333,2023-08-19,2023-08-24,lab,montréal laval,2122.0,301.0,954.0,0.0,0.0,8.0,8.0,1.0,858.0,7.0,539.0,2.0,4.0,0.0,2.0,0.0,539.0,6.0,539.0,4.0,,,539.0,1.0
202333,2023-08-19,2023-08-24,lab,ouest du québec,932.0,137.0,280.0,0.0,0.0,2.0,2.0,0.0,280.0,1.0,25.0,0.0,0.0,1.0,1.0,0.0,25.0,3.0,25.0,0.0,,,25.0,0.0
202333,2023-08-19,2023-08-24,lab,montérégie,977.0,148.0,556.0,0.0,0.0,1.0,1.0,1.0,554.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,,2.0,0.0
202333,2023-08-19,2023-08-24,region,qc,7861.0,1089.0,3221.0,0.0,0.0,13.0,13.0,2.0,2367.0,17.0,799.0,3.0,6.0,2.0,5.0,0.0,814.0,16.0,799.0,5.0,,,799.0,2.0
202333,2023-08-19,2023-08-24,lab,phol ottawa,217.0,97.0,141.0,1.0,0.0,0.0,1.0,0.0,141.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,88.0,0.0,88.0,0.0,88.0,12.0,88.0,1.0
202333,2023-08-19,2023-08-24,lab,eorla,1179.0,114.0,262.0,0.0,0.0,1.0,1.0,1.0,262.0,5.0,20.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0
202333,2023-08-19,2023-08-24,lab,phol kingston,180.0,36.0,64.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,50.0,0.0,0.0,0.0,0.0,7.0,50.0,0.0,50.0,0.0,50.0,4.0,50.0,0.0
202333,2023-08-19,2023-08-24,lab,uhn mount sinai hospital,896.0,34.0,508.0,0.0,0.0,1.0,1.0,1.0,508.0,0.0,31.0,0.0,0.0,2.0,0.0,0.0,31.0,2.0,31.0,1.0,31.0,3.0,31.0,3.0
202333,2023-08-19,2023-08-24,lab,phol toronto,364.0,102.0,760.0,2.0,3.0,1.0,6.0,0.0,760.0,2.0,699.0,0.0,0.0,0.0,0.0,44.0,699.0,9.0,699.0,1.0,699.0,131.0,699.0,8.0
202333,2023-08-19,2023-08-24,lab,sick kids hospital toronto,,,,,,,,,,,,,,,,,,,,,,,,
202333,2023-08-19,2023-08-24,lab,shared hospital laboratory,722.0,36.0,722.0,1.0,1.0,0.0,2.0,0.0,722.0,5.0,722.0,0.0,0.0,0.0,0.0,9.0,722.0,10.0,729.0,0.0,729.0,41.0,729.0,1.0
202333,2023-08-19,2023-08-24,lab,phol sault ste marie,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
202333,2023-08-19,2023-08-24,lab,phol timmins,58.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,2.0,6.0,0.0
202333,2023-08-19,2023-08-24,lab,st josephs london,501.0,29.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,31.0,3.0,31.0,0.0
202333,2023-08-19,2023-08-24,lab,phol london,164.0,20.0,136.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,123.0,0.0,0.0,0.0,0.0,4.0,123.0,0.0,123.0,0.0,123.0,25.0,123.0,0.0
202333,2023-08-19,2023-08-24,lab,phol orillia,26.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,24.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,24.0,0.0,24.0,3.0,24.0,0.0
202333,2023-08-19,2023-08-24,lab,phol thunder bay,41.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,8.0,16.0,0.0
202333,2023-08-19,2023-08-24,lab,phol sudbury,15.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,5.0,12.0,0.0
202333,2023-08-19,2023-08-24,lab,phol hamilton,192.0,54.0,138.0,2.0,0.0,0.0,2.0,0.0,138.0,0.0,108.0,0.0,0.0,0.0,0.0,9.0,108.0,1.0,108.0,2.0,108.0,17.0,108.0,0.0
202333,2023-08-19,2023-08-24,lab,phol peterborough,51.0,23.0,78.0,0.0,0.0,0.0,0.0,0.0,78.0,2.0,62.0,0.0,0.0,0.0,0.0,4.0,62.0,2.0,62.0,0.0,62.0,13.0,62.0,0.0
202333,2023-08-19,2023-08-24,lab,st josephs hamilton,1109.0,82.0,995.0,0.0,0.0,2.0,2.0,3.0,995.0,5.0,995.0,0.0,0.0,2.0,0.0,0.0,995.0,15.0,995.0,8.0,995.0,59.0,0.0,0.0
202333,2023-08-19,2023-08-24,lab,sault area hospital,41.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,41.0,0.0,41.0,4.0,48.0,1.0
202333,2023-08-19,2023-08-24,region,on,5757.0,637.0,3941.0,6.0,4.0,5.0,15.0,6.0,3941.0,19.0,3029.0,0.0,1.0,4.0,0.0,82.0,3029.0,40.0,3036.0,12.0,3036.0,330.0,2048.0,14.0
202333,2023-08-19,2023-08-24,lab,mb,886.0,94.0,772.0,0.0,1.0,0.0,1.0,0.0,772.0,4.0,56.0,0.0,0.0,1.0,1.0,0.0,56.0,4.0,75.0,0.0,56.0,20.0,75.0,0.0
202333,2023-08-19,2023-08-24,lab,sk,931.0,54.0,397.0,0.0,0.0,3.0,3.0,1.0,391.0,1.0,245.0,1.0,3.0,0.0,2.0,0.0,245.0,13.0,245.0,0.0,245.0,39.0,245.0,10.0
202333,2023-08-19,2023-08-24,lab,ab,2674.0,212.0,1955.0,2.0,0.0,0.0,2.0,1.0,1864.0,1.0,618.0,3.0,4.0,1.0,0.0,0.0,618.0,15.0,618.0,0.0,612.0,82.0,618.0,4.0
202333,2023-08-19,2023-08-24,region,prairies,4491.0,360.0,3124.0,2.0,1.0,3.0,6.0,2.0,3027.0,6.0,919.0,4.0,7.0,2.0,3.0,0.0,919.0,32.0,938.0,0.0,913.0,141.0,938.0,14.0
202333,2023-08-19,2023-08-24,region,bc,1933.0,235.0,1394.0,12.0,1.0,3.0,26.0,1.0,1394.0,1.0,340.0,6.0,4.0,4.0,10.0,0.0,340.0,18.0,340.0,2.0,313.0,35.0,313.0,2.0
202333,2023-08-19,2023-08-24,lab,yt,47.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,,,,,,,,,,,
202333,2023-08-19,2023-08-24,lab,nt,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
202333,2023-08-19,2023-08-24,lab,nu,33.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,,,,,,,,,,,,,,
202333,2023-08-19,2023-08-24,region,territories,80.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,3.0,,,,,,,,,,,0.0,0.0,,
202333,2023-08-19,2023-08-24,nation,ca,21838.0,2529.0,12631.0,20.0,6.0,36.0,72.0,11.0,11668.0,52.0,5373.0,15.0,19.0,12.0,23.0,82.0,5388.0,113.0,5399.0,19.0,4548.0,580.0,4384.0,34.0
202332,2023-08-12,2023-08-17,lab,nl,317.0,35.0,226.0,0.0,0.0,0.0,0.0,0.0,226.0,4.0,226.0,0.0,0.0,0.0,5.0,0.0,226.0,6.0,226.0,0.0,226.0,44.0,226.0,2.0
202332,2023-08-12,2023-08-17,lab,pe,74.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
202332,2023-08-12,2023-08-17,lab,ns,641.0,79.0,311.0,0.0,0.0,0.0,0.0,0.0,311.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,36.0,0.0,36.0,11.0,36.0,0.0
202332,2023-08-12,2023-08-17,lab,nb,539.0,37.0,330.0,0.0,0.0,0.0,0.0,0.0,327.0,0.0,61.0,2.0,0.0,0.0,0.0,0.0,61.0,1.0,61.0,1.0,61.0,7.0,61.0,0.0
202332,2023-08-12,2023-08-17,region,atlantic,1571.0,160.0,870.0,0.0,0.0,0.0,0.0,0.0,867.0,5.0,324.0,2.0,0.0,0.0,5.0,0.0,324.0,9.0,324.0,1.0,324.0,62.0,324.0,2.0
202332,2023-08-12,2023-08-17,lab,région nord est,960.0,97.0,784.0,0.0,0.0,1.0,1.0,0.0,117.0,0.0,37.0,0.0,1.0,0.0,2.0,0.0,37.0,2.0,37.0,0.0,,,37.0,0.0
202332,2023-08-12,2023-08-17,lab,québec chaudière appalaches,1567.0,200.0,367.0,0.0,0.0,0.0,0.0,0.0,367.0,9.0,140.0,0.0,0.0,0.0,0.0,0.0,155.0,4.0,140.0,0.0,,,140.0,0.0
202332,2023-08-12,2023-08-17,lab,centre du québec,990.0,103.0,138.0,0.0,0.0,2.0,2.0,0.0,137.0,2.0,38.0,1.0,1.0,0.0,0.0,0.0,38.0,2.0,38.0,0.0,,,38.0,0.0
202332,2023-08-12,2023-08-17,lab,montréal laval,1856.0,196.0,903.0,0.0,0.0,7.0,7.0,0.0,862.0,9.0,529.0,2.0,3.0,6.0,7.0,0.0,529.0,4.0,531.0,6.0,,,529.0,1.0
202332,2023-08-12,2023-08-17,lab,ouest du québec,909.0,115.0,254.0,0.0,0.0,0.0,0.0,0.0,253.0,2.0,16.0,0.0,0.0,1.0,0.0,0.0,16.0,1.0,16.0,0.0,,,16.0,0.0
202332,2023-08-12,2023-08-17,lab,montérégie,882.0,110.0,475.0,0.0,0.0,0.0,0.0,2.0,474.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,,,4.0,0.0
202332,2023-08-12,2023-08-17,region,qc,7164.0,821.0,2921.0,0.0,0.0,10.0,10.0,2.0,2210.0,25.0,764.0,3.0,5.0,7.0,9.0,0.0,779.0,14.0,766.0,6.0,,,764.0,1.0
202332,2023-08-12,2023-08-17,lab,phol ottawa,99.0,9.0,58.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,57.0,0.0,0.0,0.0,0.0,3.0,57.0,0.0,57.0,0.0,57.0,18.0,57.0,0.0
202332,2023-08-12,2023-08-17,lab,eorla,691.0,54.0,253.0,0.0,0.0,3.0,3.0,1.0,253.0,5.0,15.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,8.0,15.0,0.0
202332,2023-08-12,2023-08-17,lab,phol kingston,100.0,24.0,53.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,39.0,0.0,0.0,0.0,0.0,6.0,39.0,0.0,39.0,0.0,39.0,1.0,39.0,0.0
202332,2023-08-12,2023-08-17,lab,uhn mount sinai hospital,822.0,34.0,488.0,0.0,0.0,0.0,0.0,0.0,488.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,2.0,20.0,1.0
202332,2023-08-12,2023-08-17,lab,phol toronto,279.0,61.0,578.0,4.0,2.0,0.0,4.0,1.0,578.0,3.0,519.0,0.0,0.0,0.0,0.0,43.0,519.0,9.0,519.0,4.0,519.0,125.0,519.0,3.0
202332,2023-08-12,2023-08-17,lab,sick kids hospital toronto,,,,,,,,,,,,,,,,,,,,,,,,
202332,2023-08-12,2023-08-17,lab,shared hospital laboratory,701.0,27.0,701.0,2.0,0.0,1.0,3.0,0.0,701.0,5.0,700.0,0.0,0.0,0.0,0.0,15.0,700.0,10.0,703.0,0.0,703.0,38.0,703.0,2.0
202332,2023-08-12,2023-08-17,lab,phol sault ste marie,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,4.0,0.0,4.0,0.0
202332,2023-08-12,2023-08-17,lab,phol timmins,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,11.0,4.0,11.0,0.0
202332,2023-08-12,2023-08-17,lab,st josephs london,530.0,37.0,30.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,27.0,0.0,27.0,2.0,27.0,0.0
202332,2023-08-12,2023-08-17,lab,phol london,109.0,8.0,101.0,0.0,1.0,0.0,1.0,0.0,101.0,0.0,90.0,0.0,0.0,0.0,0.0,6.0,90.0,1.0,90.0,0.0,90.0,25.0,90.0,0.0
202332,2023-08-12,2023-08-17,lab,phol orillia,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,18.0,0.0,18.0,2.0,18.0,0.0
202332,2023-08-12,2023-08-17,lab,phol thunder bay,34.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,13.0,2.0,13.0,1.0
202332,2023-08-12,2023-08-17,lab,phol sudbury,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,4.0,10.0,0.0
202332,2023-08-12,2023-08-17,lab,phol hamilton,126.0,37.0,133.0,0.0,0.0,0.0,0.0,0.0,133.0,2.0,105.0,0.0,0.0,0.0,0.0,9.0,105.0,5.0,105.0,1.0,105.0,13.0,105.0,0.0
202332,2023-08-12,2023-08-17,lab,phol peterborough,36.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,58.0,0.0,0.0,0.0,0.0,2.0,58.0,2.0,58.0,0.0,58.0,20.0,58.0,0.0
202332,2023-08-12,2023-08-17,lab,st josephs hamilton,1159.0,64.0,986.0,0.0,0.0,1.0,1.0,1.0,986.0,5.0,986.0,0.0,0.0,3.0,0.0,0.0,986.0,23.0,986.0,6.0,986.0,51.0,0.0,0.0
202332,2023-08-12,2023-08-17,lab,sault area hospital,46.0,4.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,39.0,0.0,39.0,2.0,39.0,0.0
202332,2023-08-12,2023-08-17,region,on,4757.0,368.0,3542.0,6.0,3.0,5.0,12.0,4.0,3542.0,20.0,2711.0,2.0,0.0,3.0,0.0,86.0,2711.0,53.0,2714.0,11.0,2714.0,317.0,1728.0,7.0
202332,2023-08-12,2023-08-17,lab,mb,765.0,70.0,652.0,0.0,0.0,0.0,0.0,0.0,652.0,3.0,51.0,0.0,0.0,0.0,2.0,0.0,51.0,3.0,69.0,0.0,51.0,21.0,69.0,0.0
202332,2023-08-12,2023-08-17,lab,sk,855.0,45.0,284.0,0.0,0.0,1.0,1.0,0.0,280.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,146.0,10.0,146.0,2.0,146.0,30.0,146.0,1.0
202332,2023-08-12,2023-08-17,lab,ab,2168.0,195.0,1801.0,6.0,2.0,3.0,11.0,1.0,1698.0,1.0,526.0,2.0,7.0,1.0,0.0,0.0,525.0,9.0,526.0,0.0,517.0,81.0,526.0,1.0
202332,2023-08-12,2023-08-17,region,prairies,3788.0,310.0,2737.0,6.0,2.0,4.0,12.0,1.0,2630.0,4.0,723.0,2.0,7.0,1.0,3.0,0.0,722.0,22.0,741.0,2.0,714.0,132.0,741.0,2.0
202332,2023-08-12,2023-08-17,region,bc,1756.0,144.0,1437.0,13.0,2.0,0.0,26.0,0.0,1437.0,5.0,448.0,6.0,1.0,5.0,10.0,0.0,448.0,17.0,448.0,1.0,437.0,54.0,437.0,3.0
